FileDate,StockCode,StockName,Close,ChangePct,Volatility,Volume,Value,Frequency,High,Low,SpreadPct,AvgTradeSize,VolumeVsShares,ValueRank,DayTradingScore,Category,EntrySignal,SignalGrade,SignalStrength,SignalReason,TechPatterns,StopLoss,Target1,Target2,RiskReward,Support7d,Resistance7d,PricePosition,MarketPhase
2026-03-11,BMRI,Bank Mandiri (Persero) Tbk.,4880.0,-0.6109979633401221,1.8329938900203666,86759500.0,425878945000.0,17697.0,4970.0,4880.0,0.20491803278688525,24065036.164321635,0.0009389556277462751,0.9968684759916493,55.3987683519787,Neutral,HOLD,,0,,Inside Bar,0.0,0.0,0.0,0.0,4780.0,5175.0,25.31645569620253,Trending Down
2026-03-11,TLKM,Telkom Indonesia (Persero) Tbk.,3000.0,1.3513513513513513,3.040540540540541,209330200.0,624666546000.0,21706.0,3020.0,2930.0,0.33333333333333337,28778519.579839677,0.0021131184742740755,0.9979123173277662,54.50985934699229,Momentum,HOLD,,0,,Doji + Bullish Pin Bar + Inside Bar,0.0,0.0,0.0,0.0,2930.0,3530.0,11.666666666666666,Trending Down
2026-03-11,MEDC,Medco Energi Internasional Tbk.,1665.0,-3.4782608695652173,6.666666666666667,149980300.0,252658964500.0,23975.0,1745.0,1630.0,0.3003003003003003,10538434.389989572,0.0059666979706063375,0.9906054279749478,52.432685786164875,Reversal,AVOID - DOWNTREND,,0,,Inside Bar + Tweezer Top,0.0,0.0,0.0,0.0,1590.0,2000.0,18.29268292682927,Trending Down
2026-03-11,TPIA,Chandra Asri Pacific Tbk.,5700.0,-0.8695652173913043,3.4782608695652173,4016400.0,23154325000.0,2946.0,5900.0,5700.0,0.43859649122807015,7859580.787508486,4.642617347463616e-05,0.9112734864300627,50.36808674100375,Neutral,HOLD,,0,,Volume Dry-up + Death Cross (EMA5/10),0.0,0.0,0.0,0.0,5175.0,6525.0,38.88888888888889,Trending Down
2026-03-11,ENRG,Energi Mega Persada Tbk.,1550.0,-7.738095238095238,9.226190476190476,210744400.0,336173380500.0,33674.0,1690.0,1535.0,0.3225806451612903,9983173.38302548,0.007999034321048645,0.9937369519832986,49.16780185026039,Reversal,AVOID - DOWNTREND,,0,,Bearish Engulfing,0.0,0.0,0.0,0.0,1600.0,2420.0,0.0,Trending Down
2026-03-11,ISAT,Indosat Tbk.,2030.0,-0.975609756097561,4.390243902439024,10838600.0,22277854000.0,3359.0,2100.0,2010.0,0.9852216748768473,6632287.585590949,0.0003360721692999008,0.906054279749478,47.36603776150341,Neutral,HOLD,,0,,Bearish Engulfing + Inside Bar + Tweezer Top,0.0,0.0,0.0,0.0,1920.0,2300.0,28.947368421052634,Trending Down
2026-03-11,EMAS,Merdeka Gold Resources Tbk.,8000.0,0.0,3.125,8840900.0,71388612500.0,4167.0,8250.0,8000.0,0.3125,17131896.448284138,0.0012026878158510345,0.9519832985386222,46.43658659954424,Neutral,HOLD,,0,,Inside Bar,0.0,0.0,0.0,0.0,7350.0,8900.0,41.935483870967744,Trending Down
2026-03-11,CBDK,Bangun Kosambi Sukses Tbk.,4910.0,0.20408163265306123,4.591836734693878,3086900.0,15392612000.0,1510.0,5125.0,4900.0,0.20366598778004072,10193782.781456953,0.0005445281745129097,0.8862212943632568,45.567842612123805,Neutral,HOLD,,0,,Doji + Shooting Star + Bearish Pin Bar,0.0,0.0,0.0,0.0,4400.0,5500.0,46.36363636363636,Trending Down
2026-03-11,BRIS,Bank Syariah Indonesia Tbk.,2210.0,0.0,2.262443438914027,7422000.0,16488827000.0,3959.0,2250.0,2200.0,0.4524886877828055,4164896.9436726444,0.00016252123776520046,0.8903966597077244,43.73717097314453,Neutral,HOLD,,0,,Bearish Pin Bar + Inside Bar,0.0,0.0,0.0,0.0,2080.0,2300.0,59.09090909090909,Trending Down
2026-03-11,MAPA,Map Aktif Adiperkasa Tbk.,610.0,-4.6875,4.6875,21391400.0,13168142500.0,2193.0,640.0,610.0,0.819672131147541,6004624.943000456,0.0007504701094583217,0.8799582463465553,41.846687818506346,Reversal,AVOID - DOWNTREND,,0,,Bearish Marubozu + Inside Bar,0.0,0.0,0.0,0.0,570.0,685.0,34.78260869565217,Trending Down
