StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,Outcome,Return%,MaxProfit%,DaysToTarget,HitT1,HitT2,HitSL
SMGR,BUY - REVERSAL,2025-07-18,2590.0,2512.0,2668.0,2720.0,2025-07-21,LOSS,-4.63,0,0,False,False,True
