StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,Outcome,Return%,MaxProfit%,DaysToTarget,HitT1,HitT2,HitSL
INDF,BUY - REVERSAL,2025-02-21,7700.0,7469.0,7931.0,8085.0,2025-02-25,WIN-T1,3.0,3.25,2,True,False,False
