StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,ExitPrice,Outcome,Return%,High,Low,HitT1,HitT2,HitSL
BTPS,BUY - REVERSAL,2026-01-14,1165.0,1130.0,1200.0,1223.0,2026-01-15,1223.0,WIN-T2,4.98,1225.0,1165.0,True,True,False
