FileDate,StockCode,StockName,Close,ChangePct,Volatility,Volume,Value,Frequency,High,Low,SpreadPct,AvgTradeSize,VolumeVsShares,ValueRank,DayTradingScore
2026-02-12,BUMI,Bumi Resources Tbk.,270.0,-0.7352941176470588,5.88235294117647,7425236700.0,2026324293600.0,149883.0,282.0,266.0,0.7407407407407408,13519373.7355137,0.01999603824092337,1.0,78.65508446947823
2026-02-12,BBCA,Bank Central Asia Tbk.,7325.0,-1.6778523489932886,2.348993288590604,237465300.0,1749226700000.0,67910.0,7475.0,7300.0,0.3412969283276451,25758013.54734207,0.0019457622559791246,0.9989561586638831,66.96963203770252
2026-02-12,PTRO,Petrosea Tbk.,7325.0,2.807017543859649,9.824561403508772,189801000.0,1414803122500.0,74561.0,7850.0,7150.0,0.3412969283276451,18975109.2729443,0.01881816965016037,0.9979123173277662,56.482626416708634
2026-02-12,ANTM,Aneka Tambang Tbk.,4120.0,3.258145363408521,7.017543859649122,225356100.0,927227762000.0,63550.0,4280.0,4000.0,0.48543689320388345,14590523.398898505,0.009377816419031999,0.9968684759916493,52.01059175800846
2026-02-12,UNTR,United Tractors Tbk.,28750.0,1.054481546572935,4.745166959578207,8902300.0,260821190000.0,13880.0,30100.0,28750.0,0.08695652173913043,18791152.017291065,0.0023865891383083662,0.9791231732776617,46.51324812447351
2026-02-12,BUVA,Bukit Uluwatu Villa Tbk.,1290.0,-0.3861003861003861,6.177606177606178,297337100.0,383025413500.0,53927.0,1325.0,1245.0,0.3875968992248062,7102664.963747288,0.01207850022369057,0.988517745302714,45.14472193959349
2026-02-12,RAJA,Rukun Raharja Tbk.,4770.0,-0.625,9.791666666666666,135305000.0,671210533500.0,58236.0,5200.0,4730.0,0.20964360587002098,11525697.73851226,0.032009074816968915,0.9937369519832986,44.26566091558658
2026-02-12,INCO,Vale Indonesia Tbk.,7100.0,3.64963503649635,5.474452554744526,45302700.0,324762020000.0,18944.0,7325.0,6950.0,0.35211267605633806,17143265.41385135,0.004298256748404986,0.9874739039665971,43.36885850395375
2026-02-12,ARCI,Archi Indonesia Tbk.,1750.0,2.3391812865497075,4.678362573099415,105221100.0,184408924500.0,21505.0,1790.0,1710.0,0.2857142857142857,8575165.054638457,0.004169649296611849,0.9739039665970772,41.76082603372818
2026-02-12,TLKM,Telkom Indonesia (Persero) Tbk.,3560.0,0.84985835694051,2.5495750708215295,114656400.0,402623698000.0,21123.0,3560.0,3470.0,0.2808988764044944,19060914.548122898,0.0011574180745719353,0.9895615866388309,41.2203756176695
2026-02-12,BMRI,Bank Mandiri (Persero) Tbk.,5075.0,0.9950248756218906,1.4925373134328357,121407500.0,612378500000.0,15757.0,5075.0,5000.0,0.49261083743842365,38863901.757948846,0.0013139339827408628,0.9926931106471816,40.680196146139224
2026-02-12,CUAN,Petrindo Jaya Kreasi Tbk.,1825.0,-5.194805194805195,9.35064935064935,241253900.0,458726402000.0,55543.0,1990.0,1810.0,0.273972602739726,8258941.756837045,0.0021460261575233348,0.9906054279749478,40.42154317895567
2026-02-12,DEWA,Darma Henwa Tbk,565.0,0.0,5.3097345132743365,805864200.0,459503206000.0,43733.0,585.0,555.0,0.8849557522123894,10507013.147966066,0.019806218184397737,0.9916492693110647,40.122615170125705
2026-02-12,NCKL,Trimegah Bangun Persada Tbk.,1475.0,4.609929078014184,4.609929078014184,105310900.0,154873379000.0,13864.0,1495.0,1430.0,0.3389830508474576,11170901.54356607,0.001668989486296051,0.964509394572025,39.712479268976416
2026-02-12,CDIA,Chandra Daya Investasi Tbk.,1170.0,-2.904564315352697,4.979253112033195,117658200.0,139809515500.0,23559.0,1220.0,1160.0,0.4273504273504274,5934441.848125981,0.009425521837307925,0.9603340292275574,39.61708689936035
