Date,StockCode,StockName,EntrySignal,SignalStrength,EntryPrice,StopLoss,Target1,Target2,Outcome,ExitPrice,ReturnPct,HitType,VolumeSurge,MarketPhase
2026-02-12,SINI,Singaraja Putra Tbk.,BUY - RISKY BOUNCE,70,14950.0,14202.0,15324.0,15548.0,LOSS,14202.0,-5.003344481605351,STOP_LOSS,1.0,Unknown
2026-02-18,SUPA,Super Bank Indonesia Tbk.,BUY - RISKY BOUNCE,67,1015.0,964.0,1040.0,1056.0,NO_DATA,1015.0,0.0,NO_NEXT_DAY,1.0,Unknown
2026-02-23,KLBF,Kalbe Farma Tbk.,BUY - MOMENTUM,92,1080.0,1037.0,1112.0,1134.0,WIN,1134.0,5.0,TARGET2,3.213026231366176,Sideways
2026-02-23,MDKA,Merdeka Copper Gold Tbk.,BUY - MOMENTUM,82,3740.0,3590.0,3852.0,3927.0,WIN,3927.0,5.0,TARGET2,1.6498552791517733,Trending Up
2026-02-23,TRIN,Perintis Triniti Properti Tbk.,BUY - BREAKOUT,100,1175.0,1161.0,1186.0,1197.0,LOSS,1161.0,-1.1914893617021276,STOP_LOSS,4.476794297649559,Sideways
2026-02-25,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,BUY - MOMENTUM,95,3970.0,3811.0,4089.0,4168.0,WIN,4168.0,4.987405541561714,TARGET2,2.881749584021544,Sideways
2026-02-27,GGRM,Gudang Garam Tbk.,BUY - RISKY BOUNCE,70,17300.0,16435.0,17732.0,17992.0,WIN,17992.0,4.0,TARGET2,2.4327726284471907,Trending Down
2026-03-02,ITMG,Indo Tambangraya Megah Tbk.,BUY - MOMENTUM,100,23500.0,22560.0,24205.0,24675.0,WIN,24675.0,5.0,TARGET2,2.663843287263675,Trending Up
2026-03-02,PTBA,Bukit Asam (Persero) Tbk.,BUY - MOMENTUM,100,2750.0,2640.0,2832.0,2888.0,WIN,2888.0,5.0181818181818185,TARGET2,7.348719988069791,Trending Up
2026-03-03,ISAT,Indosat Tbk.,BUY - MOMENTUM,100,2290.0,2198.0,2359.0,2404.0,WIN,2404.0,4.978165938864628,TARGET2,2.65754742919989,Trending Up
2026-03-05,ISAT,Indosat Tbk.,BUY - MOMENTUM,95,2240.0,2150.0,2307.0,2352.0,WIN,2352.0,5.0,TARGET2,2.644162412328832,Sideways
2026-03-05,ITMG,Indo Tambangraya Megah Tbk.,BUY - MOMENTUM,99,25975.0,24936.0,26754.0,27274.0,WIN,27274.0,5.000962463907603,TARGET2,2.4554017878357475,Trending Up
2026-03-05,MSIN,MNC Digital Entertainment Tbk.,BUY - MOMENTUM,100,535.0,514.0,551.0,562.0,WIN,562.0,5.046728971962617,TARGET2,76.60675711275026,Trending Up
2026-03-05,PRDA,Prodia Widyahusada Tbk.,BUY - RISKY BOUNCE,70,2580.0,2451.0,2644.0,2683.0,WIN,2683.0,3.9922480620155043,TARGET2,1.402079851439183,Trending Down
2026-03-05,TAPG,Triputra Agro Persada Tbk.,BUY - BREAKOUT,100,1675.0,1636.0,1704.0,1733.0,LOSS,1636.0,-2.328358208955224,STOP_LOSS,2.5724076390260313,Trending Up
