FileDate,StockCode,StockName,Close,ChangePct,Volatility,Volume,Value,Frequency,High,Low,SpreadPct,AvgTradeSize,VolumeVsShares,ValueRank,DayTradingScore,Category,EntrySignal,SignalStrength,StopLoss,Target1,Target2,RiskReward,Support7d,Resistance7d,PricePosition,MarketPhase
2026-02-27,BRMS,Bumi Resources Minerals Tbk.,970.0,1.0416666666666665,4.166666666666666,266081000.0,257236462500.0,16378.0,980.0,940.0,0.5154639175257731,15706219.47124191,0.0018766639698353043,0.9739039665970772,42.856991634039304,Momentum,HOLD,0,0.0,0.0,0.0,0.0,940.0,1095.0,19.35483870967742,Trending Down
2026-02-27,EMAS,Merdeka Gold Resources Tbk.,8325.0,1.21580547112462,4.25531914893617,18384400.0,153360787500.0,9153.0,8450.0,8100.0,0.3003003003003003,16755248.279252704,0.0025009550930031738,0.9613778705636743,42.82547437751627,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,7200.0,8825.0,69.23076923076923,Trending Up
2026-02-27,ASSA,Adi Sarana Armada Tbk.,1190.0,3.0303030303030303,4.329004329004329,3196900.0,3739313000.0,869.0,1190.0,1140.0,0.42016806722689076,4303006.904487917,0.0008661015703902316,0.7536534446764092,41.88941741382046,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,1155.0,1275.0,29.166666666666668,Sideways
2026-02-27,MORA,Mora Telematika Indonesia Tbk.,6250.0,0.0,5.2,5665300.0,35123297500.0,574.0,6325.0,6000.0,0.8,61190413.7630662,0.00023958131583059865,0.906054279749478,41.141057766453955,Neutral,HOLD,0,0.0,0.0,0.0,0.0,6100.0,7900.0,8.333333333333332,Trending Down
2026-02-27,RLCO,Abadi Lestari Indonesia Tbk.,7000.0,-2.097902097902098,10.13986013986014,3236300.0,22527535000.0,5848.0,7225.0,6500.0,0.35714285714285715,3852177.6675786595,0.00517808,0.8789144050104384,41.12396686569224,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,6325.0,7950.0,41.53846153846154,Trending Up
2026-02-27,ITMG,Indo Tambangraya Megah Tbk.,22775.0,1.447661469933185,2.338530066815145,1892300.0,42689262500.0,4018.0,22775.0,22250.0,0.10976948408342481,10624505.350920856,0.001674712923424121,0.918580375782881,39.22585249324964,Momentum,AVOID - OVERBOUGHT,0,0.0,0.0,0.0,0.0,22250.0,22750.0,100.0,Trending Up
2026-02-27,SMDR,Samudera Indonesia  Tbk.,400.0,1.5228426395939088,4.060913705583756,24992900.0,9792053600.0,2541.0,400.0,384.0,0.5,3853622.038567493,0.0015262280466059258,0.8340292275574113,38.96577206920568,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,382.0,418.0,50.0,Trending Down
2026-02-27,CBDK,Bangun Kosambi Sukses Tbk.,5650.0,0.0,5.3097345132743365,7178300.0,39697262500.0,11268.0,5650.0,5350.0,0.4424778761061947,3523008.741569045,0.0012662498283410606,0.9133611691022965,38.78543561884033,Neutral,HOLD,0,0.0,0.0,0.0,0.0,5600.0,6500.0,5.555555555555555,Trending Down
2026-02-27,SMGR,Semen Indonesia (Persero) Tbk.,2920.0,1.0380622837370241,2.768166089965398,9577900.0,27931931000.0,3419.0,2950.0,2870.0,0.3424657534246575,8169620.0643463,0.0014186244728969127,0.8966597077244259,37.69356737884746,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,2860.0,3220.0,16.666666666666664,Sideways
2026-02-27,ISAT,Indosat Tbk.,2310.0,-0.43103448275862066,3.0172413793103448,26543100.0,61574941000.0,3127.0,2350.0,2280.0,0.4329004329004329,19691378.63767189,0.000823021164813186,0.9321503131524008,37.34383101158831,Neutral,HOLD,0,0.0,0.0,0.0,0.0,2190.0,2430.0,50.0,Trending Up
2026-02-27,SSIA,Surya Semesta Internusa Tbk.,1385.0,0.0,3.6101083032490973,6861400.0,9467167000.0,1686.0,1405.0,1355.0,0.36101083032490977,5615164.294187426,0.0014582436250181032,0.8288100208768268,36.78464522856518,Neutral,HOLD,0,0.0,0.0,0.0,0.0,1380.0,1525.0,3.4482758620689653,Trending Down
2026-02-27,TRIN,Perintis Triniti Properti Tbk.,1020.0,-0.9708737864077669,6.310679611650485,12420600.0,12527756000.0,1975.0,1035.0,970.0,0.49019607843137253,6343167.594936709,0.002728927867906016,0.8517745302713987,36.36921075772116,Neutral,AVOID - WEAK,0,0.0,0.0,0.0,0.0,1010.0,1225.0,4.651162790697675,Sideways
2026-02-27,BBTN,Bank Tabungan Negara (Persero) Tbk.,1390.0,-1.0676156583629894,2.8469750889679712,22946500.0,31998139500.0,3600.0,1410.0,1370.0,0.3597122302158274,8888372.083333334,0.0016515283502491977,0.9039665970772442,36.282896874458615,Neutral,AVOID - WEAK,0,0.0,0.0,0.0,0.0,1345.0,1415.0,64.28571428571429,Trending Up
2026-02-27,JSMR,Jasa Marga (Persero) Tbk.,3700.0,-0.8042895442359249,2.680965147453083,3748600.0,13926960000.0,2458.0,3780.0,3680.0,0.2702702702702703,5665972.335231896,0.00051648753425109,0.8559498956158664,35.94770948168626,Neutral,HOLD,0,0.0,0.0,0.0,0.0,3690.0,3860.0,5.88235294117647,Sideways
2026-02-27,RATU,Raharja Energi Cepu Tbk.,7200.0,5.109489051094891,14.233576642335766,18018900.0,122772780000.0,9762.0,7200.0,6225.0,0.3472222222222222,12576601.10633067,0.00663666406905086,0.9561586638830898,35.069231151672966,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,6750.0,8150.0,32.142857142857146,Trending Down
2026-02-27,KIJA,Kawasan Industri Jababeka Tbk.,206.0,-1.9047619047619049,5.714285714285714,112360800.0,23162431400.0,4619.0,214.0,202.0,0.9708737864077669,5014598.701017536,0.005395505512877595,0.8820459290187892,35.04051572070918,Neutral,HOLD,0,0.0,0.0,0.0,0.0,206.0,240.0,0.0,Trending Down
2026-02-27,BRIS,Bank Syariah Indonesia Tbk.,2360.0,0.425531914893617,2.127659574468085,9325800.0,21961379000.0,3383.0,2380.0,2330.0,0.423728813559322,6491687.55542418,0.00020420918339405906,0.8768267223382046,34.56548945320116,Neutral,AVOID - WEAK,0,0.0,0.0,0.0,0.0,2320.0,2400.0,50.0,Sideways
2026-02-27,AALI,Astra Agro Lestari Tbk.,7500.0,0.6711409395973155,2.013422818791946,749400.0,5607292500.0,1498.0,7550.0,7400.0,0.6666666666666667,3743185.914552737,0.00038936174088607625,0.7881002087682673,32.653857569381614,Neutral,HOLD,0,0.0,0.0,0.0,0.0,7450.0,7850.0,12.5,Trending Down
2026-02-27,VKTR,VKTR Teknologi Mobilitas Tbk.,945.0,5.0,15.0,72041100.0,65195756000.0,10621.0,955.0,820.0,0.5291005291005291,6138382.073251106,0.0016466537142857142,0.9352818371607515,31.760507822424067,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,880.0,1100.0,29.545454545454547,Trending Down
2026-02-27,KETR,Ketrosden Triasmitra Tbk.,560.0,0.0,8.035714285714286,17073500.0,9497061500.0,2336.0,575.0,530.0,0.8928571428571428,4065522.90239726,0.04005983106522759,0.8308977035490606,31.57290792409221,Neutral,AVOID - WEAK,0,0.0,0.0,0.0,0.0,560.0,720.0,0.0,Trending Down
2026-02-27,NSSS,Nusantara Sawit Sejahtera Tbk.,1115.0,5.188679245283019,17.452830188679243,15213800.0,16203750500.0,2569.0,1125.0,940.0,0.4484304932735426,6307415.53133515,0.0006391931652452649,0.8653444676409185,31.40284150588421,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,875.0,1300.0,56.470588235294116,Trending Up
2026-02-27,TIRT,Tirta Mahakam Resources Tbk,1000.0,6.951871657754011,12.834224598930483,3071400.0,2936497500.0,587.0,1000.0,880.0,0.5,5002551.107325383,0.0030356559105670505,0.7254697286012526,30.229361771006246,Momentum,AVOID - OVERBOUGHT,0,0.0,0.0,0.0,0.0,500.0,935.0,100.0,Trending Up
2026-02-27,AVIA,Avia Avian Tbk.,440.0,-1.7857142857142856,2.6785714285714284,13021000.0,5799801200.0,1803.0,452.0,440.0,1.8181818181818181,3216750.5268996116,0.0002101735707320727,0.7891440501043842,27.873092002914674,Neutral,HOLD,0,0.0,0.0,0.0,0.0,424.0,452.0,57.14285714285714,Sideways
2026-02-27,PSKT,Red Planet Indonesia Tbk.,282.0,0.7142857142857143,11.428571428571429,68244100.0,19070941400.0,3482.0,292.0,260.0,0.7092198581560284,5477007.869040781,0.006592848310210494,0.8705636743215032,27.696090047353,Neutral,AVOID - WEAK,0,0.0,0.0,0.0,0.0,280.0,380.0,2.0,Trending Down
