StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,Outcome,Return%,MaxProfit%,DaysToTarget,HitT1,HitT2,HitSL
ENRG,BUY - MOMENTUM,2026-01-13,1645.0,1596.0,1694.0,1727.0,2026-01-14,WIN-T1,2.98,3.65,1,True,False,False
