stock_code,entry_date,exit_date,days_held,entry_price,exit_price,quantity,signal_type,signal_strength,exit_reason,gross_pnl,net_pnl,pnl_pct,commissions,slippage,stop_loss,target1,target2
MAPI,2023-08-16,2023-08-18,2,1940.0,1892.0,6900,BUY - REVERSAL,100,STOP_LOSS,-331200.0,-397302.0,-2.4742268041237114,39661.2,26440.800000000003,1892.0,2013.0,2037.0
MAPI,2023-08-18,2023-08-21,2,1910.0,1862.0,7000,BUY - REVERSAL,100,STOP_LOSS,-336000.0,-402010.0,-2.513089005235602,39606.0,26404.0,1862.0,1982.0,2006.0
BFIN,2023-08-22,2023-08-23,2,1200.0,1170.0,11000,BUY - REVERSAL,100,STOP_LOSS,-330000.0,-395175.0,-2.5,39105.0,26070.0,1170.0,1245.0,1260.0
BFIN,2023-08-23,2023-08-23,1,1215.0,1191.0,10900,BUY - MOMENTUM,85,STOP_LOSS,-261600.0,-327163.5,-1.9753086419753085,39338.100000000006,26225.4,1191.0,1251.0,1267.0
CTRA,2023-08-28,2023-08-29,2,1150.0,1127.0,11400,BUY - MOMENTUM,85,STOP_LOSS,-262200.0,-327094.5,-2.0,38936.7,25957.800000000003,1127.0,1184.0,1196.0
PNBN,2023-08-30,2023-08-30,1,1315.0,1282.0,9900,BUY - REVERSAL,100,STOP_LOSS,-326700.0,-390975.75,-2.5095057034220534,38565.45,25710.300000000003,1282.0,1364.0,1381.0
DRMA,2023-08-30,2023-08-30,1,1540.0,1509.0,8500,BUY - MOMENTUM,89,STOP_LOSS,-263500.0,-328291.25,-2.012987012987013,38874.75,25916.5,1509.0,1586.0,1602.0
TPIA,2023-08-29,2023-08-31,3,2180.0,2136.0,6000,BUY - MOMENTUM,82,STOP_LOSS,-264000.0,-328740.0,-2.0183486238532113,38844.0,25896.0,2136.0,2245.0,2267.0
INDF,2023-08-29,2023-08-31,3,7150.0,7100.0,1800,BUY - MOMENTUM,69,MAX_HOLDING,-90000.0,-154125.0,-0.6993006993006993,38475.0,25650.0,7007.0,7364.0,7436.0
OASA,2023-09-01,2023-09-01,1,220.0,214.0,58800,BUY - REVERSAL,87,STOP_LOSS,-352800.0,-416598.0,-2.727272727272727,38278.8,25519.2,214.0,228.0,231.0
OASA,2023-09-05,2023-09-05,1,216.0,212.0,59600,BUY - MOMENTUM,100,STOP_LOSS,-238400.0,-302172.0,-1.8518518518518516,38263.2,25508.800000000003,212.0,222.0,225.0
MAPA,2023-09-06,2023-09-06,1,835.0,818.0,15300,BUY - MOMENTUM,88,STOP_LOSS,-260100.0,-323327.25,-2.035928143712575,37936.350000000006,25290.9,818.0,860.0,868.0
BUMI,2023-09-06,2023-09-07,2,146.0,143.0,87900,BUY - MOMENTUM,82,STOP_LOSS,-263700.0,-327207.74999999994,-2.054794520547945,38104.65,25403.1,143.0,150.0,152.0
NSSS,2023-09-07,2023-09-07,1,185.0,181.0,69100,BUY - MOMENTUM,100,STOP_LOSS,-276400.0,-339626.5,-2.1621621621621623,37935.9,25290.6,181.0,191.0,192.0
AKRA,2023-09-06,2023-09-08,3,1495.0,1465.0,8500,BUY - MOMENTUM,85,STOP_LOSS,-255000.0,-317900.0,-2.0066889632107023,37740.0,25160.0,1465.0,1540.0,1555.0
BIPI,2023-09-19,2023-09-19,1,114.0,112.0,110900,BUY - MOMENTUM,86,STOP_LOSS,-221800.0,-284458.5,-1.7543859649122806,37595.100000000006,25063.4,112.0,117.0,119.0
DRMA,2023-09-20,2023-09-20,1,1445.0,1416.0,8700,BUY - MOMENTUM,89,STOP_LOSS,-252300.0,-314526.75,-2.006920415224913,37336.05,24890.7,1416.0,1488.0,1503.0
CARS,2023-09-20,2023-09-20,1,111.0,109.0,113500,BUY - MOMENTUM,89,STOP_LOSS,-227000.0,-289425.0,-1.8018018018018018,37455.0,24970.0,109.0,114.0,115.0
ITMG,2023-09-26,2023-09-29,3,28500.0,28975.0,400,BUY - REVERSAL,100,MAX_HOLDING,190000.0,132525.0,1.6666666666666667,34485.0,22990.0,27788.0,29569.0,29925.0
MAPI,2023-09-29,2023-09-29,1,1820.0,1784.0,6800,BUY - MOMENTUM,100,STOP_LOSS,-244800.0,-306068.0,-1.9780219780219779,36760.8,24507.2,1784.0,1875.0,1893.0
ULTJ,2023-10-02,2023-10-03,2,1675.0,1642.0,7400,BUY - MOMENTUM,62,STOP_LOSS,-244200.0,-305564.5,-1.9701492537313434,36818.7,24545.800000000003,1642.0,1725.0,1742.0
EXCL,2023-10-02,2023-10-04,3,2410.0,2362.0,5100,BUY - MOMENTUM,84,STOP_LOSS,-244800.0,-305643.0,-1.9917012448132778,36505.8,24337.2,2362.0,2482.0,2506.0
