Date,StockCode,StockName,EntrySignal,SignalStrength,EntryPrice,StopLoss,Target1,Target2,Outcome,ExitPrice,ReturnPct,HitType,VolumeSurge,MarketPhase
2026-01-22,TLKM,Telkom Indonesia (Persero) Tbk.,BUY - MOMENTUM,79,3740.0,3590.0,3852.0,3927.0,WIN,3927.0,5.0,TARGET2,1.527703629403697,Trending Up
2026-01-23,BIPI,Astrindo Nusantara Infrastruktur Tbk.,BUY - BREAKOUT,100,230.0,214.0,242.0,254.0,LOSS,214.0,-6.956521739130435,STOP_LOSS,11.104423712736079,Sideways
2026-01-23,MYOR,Mayora Indah Tbk.,BUY - MOMENTUM,100,2280.0,2189.0,2348.0,2394.0,WIN,2394.0,5.0,TARGET2,3.4034233849819095,Trending Up
2026-01-26,ANTM,Aneka Tambang Tbk.,BUY - BREAKOUT,95,4760.0,4633.0,4855.0,4951.0,LOSS,4633.0,-2.668067226890756,STOP_LOSS,5.72755294713624,Trending Up
2026-01-27,ENRG,Energi Mega Persada Tbk.,BUY - BREAKOUT,75,1670.0,1640.0,1693.0,1715.0,LOSS,1640.0,-1.7964071856287425,STOP_LOSS,1.2896084791759732,Trending Up
2026-01-27,ISAT,Indosat Tbk.,BUY - MOMENTUM,95,2460.0,2362.0,2534.0,2583.0,WIN,2583.0,5.0,TARGET2,6.998368484640924,Sideways
2026-01-29,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,BUY - MOMENTUM,100,3780.0,3629.0,3893.0,3969.0,WIN,3969.0,5.0,TARGET2,7.1708314994066535,Trending Up
2026-01-30,BBTN,Bank Tabungan Negara (Persero) Tbk.,BUY - BREAKOUT,78,1230.0,1177.0,1270.0,1309.0,WIN,1235.0,0.40650406504065045,CLOSE,3.234502187246676,Trending Up
2026-01-30,GGRM,Gudang Garam Tbk.,BUY - RISKY BOUNCE,70,15650.0,14868.0,16041.0,16276.0,WIN,16276.0,4.0,TARGET2,0.907883941813133,Trending Down
2026-02-03,BBYB,Bank Neo Commerce Tbk.,BUY - RISKY BOUNCE,70,384.0,365.0,394.0,399.0,WIN,399.0,3.90625,TARGET2,5.3880827977935155,Trending Down
2026-02-03,CMRY,Cisarua Mountain Dairy Tbk.,BUY - BREAKOUT,100,5500.0,5197.0,5727.0,5954.0,LOSS,5197.0,-5.50909090909091,STOP_LOSS,3.346194823714534,Sideways
2026-02-03,ENRG,Energi Mega Persada Tbk.,BUY - BREAKOUT,78,1175.0,1149.0,1194.0,1214.0,LOSS,1149.0,-2.2127659574468086,STOP_LOSS,1.4239203072825954,Sideways
2026-02-05,CMRY,Cisarua Mountain Dairy Tbk.,BUY - BREAKOUT,72,5525.0,5239.0,5739.0,5954.0,LOSS,5239.0,-5.176470588235294,STOP_LOSS,1.351245220626227,Sideways
2026-02-05,UNVR,Unilever Indonesia Tbk.,BUY - RISKY BOUNCE,69,2210.0,2100.0,2265.0,2298.0,WIN,2298.0,3.9819004524886874,TARGET2,7.9848972220933705,Trending Down
2026-02-09,AMRT,Sumber Alfaria Trijaya Tbk.,BUY - MOMENTUM,95,1920.0,1843.0,1978.0,2016.0,WIN,2016.0,5.0,TARGET2,2.2888167346897577,Sideways
2026-02-09,BIPI,Astrindo Nusantara Infrastruktur Tbk.,BUY - RISKY BOUNCE,70,131.0,124.0,134.0,136.0,WIN,136.0,3.816793893129771,TARGET2,25.232698732698527,Trending Down
2026-02-09,CMRY,Cisarua Mountain Dairy Tbk.,BUY - BREAKOUT,93,5825.0,5522.0,6052.0,6279.0,LOSS,5522.0,-5.201716738197424,STOP_LOSS,2.1744262713486613,Trending Up
2026-02-09,KPIG,MNC Tourism Indonesia Tbk.,BUY - BREAKOUT,79,162.0,156.0,166.0,171.0,LOSS,156.0,-3.7037037037037033,STOP_LOSS,1.5060285642696065,Sideways
2026-02-09,MSIN,MNC Digital Entertainment Tbk.,BUY - MOMENTUM,100,304.0,292.0,313.0,319.0,WIN,319.0,4.934210526315789,TARGET2,53.24859302517249,Sideways
2026-02-09,PTRO,Petrosea Tbk.,BUY - BREAKOUT,100,6025.0,5694.0,6274.0,6522.0,LOSS,5694.0,-5.4937759336099585,STOP_LOSS,45.058646543566354,Trending Up
2026-02-10,ISAT,Indosat Tbk.,BUY - MOMENTUM,100,2200.0,2112.0,2266.0,2310.0,WIN,2310.0,5.0,TARGET2,14.40268877944942,Sideways
2026-02-11,MAPI,Mitra Adiperkasa Tbk.,BUY - MOMENTUM,76,1330.0,1277.0,1370.0,1396.0,WIN,1370.0,3.007518796992481,TARGET1,1.3095510438100093,Trending Up
2026-02-11,TLKM,Telkom Indonesia (Persero) Tbk.,BUY - MOMENTUM,76,3530.0,3389.0,3636.0,3706.0,WIN,3706.0,4.985835694050992,TARGET2,1.31896746171914,Trending Up
2026-02-11,TPIA,Chandra Asri Pacific Tbk.,BUY - BREAKOUT,77,7325.0,7228.0,7398.0,7471.0,LOSS,7228.0,-1.324232081911263,STOP_LOSS,1.5888190215933178,Trending Up
2026-02-12,PWON,Pakuwon Jati Tbk.,BUY - MOMENTUM,91,372.0,357.0,383.0,391.0,WIN,391.0,5.10752688172043,TARGET2,2.8869159060260383,Sideways
2026-02-12,TINS,Timah Tbk.,BUY - BREAKOUT,97,4190.0,4129.0,4236.0,4282.0,LOSS,4129.0,-1.4558472553699284,STOP_LOSS,14.865310818522275,Sideways
2026-02-19,BIPI,Astrindo Nusantara Infrastruktur Tbk.,BUY - BREAKOUT,100,244.0,229.0,255.0,266.0,LOSS,229.0,-6.147540983606557,STOP_LOSS,133.56550448341946,Trending Up
2026-02-23,BRPT,Barito Pacific Tbk.,BUY - BREAKOUT,91,2140.0,2097.0,2172.0,2204.0,LOSS,2097.0,-2.0093457943925235,STOP_LOSS,2.108374325421462,Sideways
2026-02-23,KLBF,Kalbe Farma Tbk.,BUY - MOMENTUM,77,1080.0,1037.0,1112.0,1134.0,WIN,1134.0,5.0,TARGET2,1.7759137068320603,Trending Up
2026-02-23,TRIN,Perintis Triniti Properti Tbk.,BUY - BREAKOUT,100,1175.0,1145.0,1198.0,1220.0,LOSS,1145.0,-2.553191489361702,STOP_LOSS,3.047414361786459,Sideways
2026-02-25,BBTN,Bank Tabungan Negara (Persero) Tbk.,BUY - BREAKOUT,66,1395.0,1331.0,1443.0,1491.0,LOSS,1331.0,-4.587813620071684,STOP_LOSS,1.669004588891869,Sideways
2026-02-25,MSIN,MNC Digital Entertainment Tbk.,BUY - RISKY BOUNCE,70,515.0,489.0,528.0,536.0,WIN,536.0,4.077669902912621,TARGET2,46.656178998320655,Trending Down
2026-02-27,BRPT,Barito Pacific Tbk.,BUY - BREAKOUT,100,1990.0,1953.0,2018.0,2046.0,LOSS,1953.0,-1.8592964824120601,STOP_LOSS,2.925955566666683,Sideways
2026-02-27,ENRG,Energi Mega Persada Tbk.,BUY - BREAKOUT,100,1760.0,1734.0,1780.0,1799.0,LOSS,1734.0,-1.4772727272727273,STOP_LOSS,5.152113078299152,Trending Up
2026-02-27,GGRM,Gudang Garam Tbk.,BUY - MOMENTUM,77,17300.0,16608.0,17819.0,18165.0,WIN,18165.0,5.0,TARGET2,1.3964071743913826,Trending Up
2026-02-27,SMDR,Samudera Indonesia  Tbk.,BUY - BREAKOUT,70,400.0,377.0,417.0,434.0,LOSS,377.0,-5.75,STOP_LOSS,1.376021789792681,Sideways
2026-02-27,UNVR,Unilever Indonesia Tbk.,BUY - MOMENTUM,100,2380.0,2285.0,2451.0,2499.0,WIN,2499.0,5.0,TARGET2,5.270534444821978,Trending Up
2026-03-02,PTBA,Bukit Asam (Persero) Tbk.,BUY - MOMENTUM,87,2750.0,2640.0,2832.0,2888.0,WIN,2888.0,5.0181818181818185,TARGET2,1.8613625489695265,Sideways
2026-03-03,ISAT,Indosat Tbk.,BUY - MOMENTUM,100,2290.0,2198.0,2359.0,2404.0,WIN,2404.0,4.978165938864628,TARGET2,5.101637109754505,Trending Up
2026-03-05,MSIN,MNC Digital Entertainment Tbk.,BUY - MOMENTUM,100,535.0,514.0,551.0,562.0,WIN,562.0,5.046728971962617,TARGET2,67.74392126030111,Sideways
2026-03-05,PRDA,Prodia Widyahusada Tbk.,BUY - MOMENTUM,76,2580.0,2477.0,2657.0,2709.0,WIN,2709.0,5.0,TARGET2,1.3362082187901885,Trending Up
