FileDate,StockCode,StockName,Close,ChangePct,Volatility,Volume,Value,Frequency,High,Low,SpreadPct,AvgTradeSize,VolumeVsShares,ValueRank,DayTradingScore,Category,EntrySignal,SignalGrade,SignalStrength,SignalReason,StopLoss,Target1,Target2,RiskReward,Support7d,Resistance7d,PricePosition,MarketPhase
2026-03-06,AADI,Adaro Andalan Indonesia Tbk.,10300.0,-0.24213075060532688,5.084745762711865,13370900.0,137136775000.0,6179.0,10575.0,10050.0,0.24271844660194172,22194007.930085775,0.0017171036161930675,0.964509394572025,54.418300229814434,Neutral,BUY - AKUMULASI,B,60,NonReg 14.0% | Avg Rp22jt,9991.0,10609.0,10918.0,2.0,8950.0,10900.0,69.23076923076923,Trending Up
2026-03-06,NSSS,Nusantara Sawit Sejahtera Tbk.,960.0,-1.0309278350515463,7.731958762886598,23642200.0,22050943500.0,1957.0,975.0,900.0,0.5208333333333333,11267727.899846705,0.000993304279756642,0.8966597077244259,50.758041644149664,Neutral,BUY - AKUMULASI,B,59,NonReg 395.8% | Avg Rp11jt | Asing: NET BUY,931.0,989.0,1018.0,2.0,900.0,1180.0,21.428571428571427,Trending Down
2026-03-06,AUTO,Astra Otoparts Tbk.,2770.0,-0.3597122302158274,2.877697841726619,2553100.0,7053051000.0,1134.0,2820.0,2740.0,0.36101083032490977,6219621.693121693,0.0005297181399882524,0.8277661795407099,44.784304505588395,Neutral,BUY - AKUMULASI,C,37,NonReg 5.9% | Avg Rp6jt | Asing: NET BUY,2687.0,2853.0,2936.0,2.0,2690.0,2930.0,33.33333333333333,Sideways
2026-03-06,RMKE,RMK Energy Tbk.,3210.0,-3.313253012048193,7.228915662650602,14562800.0,47047737000.0,3576.0,3350.0,3110.0,0.6230529595015576,13156526.006711408,0.00332864,0.9331941544885177,44.76784302699384,Reversal,AVOID - DOWNTREND,,0,,0.0,0.0,0.0,0.0,3050.0,4650.0,10.0,Trending Down
2026-03-06,BRIS,Bank Syariah Indonesia Tbk.,2230.0,-0.4464285714285714,2.232142857142857,12032900.0,26699060000.0,4364.0,2250.0,2200.0,0.4484304932735426,6118024.747937672,0.000263487173525314,0.9102296450939458,44.670946948952334,Neutral,BUY - AKUMULASI,C,37,NonReg 5.9% | Avg Rp6jt | Asing: NET BUY,2163.0,2297.0,2364.0,2.0,2080.0,2400.0,46.875,Trending Down
2026-03-06,PTRO,Petrosea Tbk.,4960.0,-5.071770334928229,6.411483253588517,129856000.0,652558568000.0,36038.0,5225.0,4890.0,0.20161290322580644,18107513.40251956,0.012874812240669043,0.9968684759916493,44.631557120703214,Reversal,AVOID - DOWNTREND,,0,,0.0,0.0,0.0,0.0,5175.0,6875.0,0.0,Trending Down
2026-03-06,SSIA,Surya Semesta Internusa Tbk.,1160.0,0.4329004329004329,3.0303030303030303,8281100.0,9627814000.0,1354.0,1185.0,1150.0,0.43103448275862066,7110645.494830133,0.0017599704554664376,0.8528183716075156,44.27729722254439,Neutral,BUY - AKUMULASI,C,43,NonReg 40.1% | Avg Rp7jt | Asing: NET BUY,1125.0,1195.0,1230.0,2.0,1150.0,1445.0,3.389830508474576,Trending Down
2026-03-06,INET,Sinergi Inti Andalan Prima Tbk.,290.0,-4.605263157894736,6.578947368421052,255785100.0,74179361200.0,17479.0,302.0,282.0,0.6896551724137931,4243913.336003204,0.011432190489891072,0.9509394572025052,44.057874932085795,Reversal,AVOID - DOWNTREND,,0,,0.0,0.0,0.0,0.0,292.0,408.0,0.0,Trending Down
2026-03-06,PWON,Pakuwon Jati Tbk.,348.0,0.0,2.2988505747126435,28967500.0,10059320600.0,3124.0,352.0,344.0,0.5747126436781609,3220012.9961587708,0.0006014896003377303,0.8569937369519833,42.665731094827144,Neutral,HOLD,,0,,0.0,0.0,0.0,0.0,344.0,380.0,11.11111111111111,Trending Down
2026-03-06,VICI,Victoria Care Indonesia Tbk.,590.0,-3.278688524590164,4.918032786885246,4112600.0,2419135000.0,369.0,610.0,580.0,0.847457627118644,6555921.409214092,0.0006130888491353608,0.7223382045929019,42.65024904356288,Reversal,BUY - AKUMULASI,C,43,NonReg 240.7% | Avg Rp7jt,572.0,608.0,625.0,2.0,545.0,655.0,40.909090909090914,Trending Up
