StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,Outcome,Return%,MaxProfit%,DaysToTarget,HitT1,HitT2,HitSL
SGER,BUY - MOMENTUM,2026-02-13,510.0,495.0,525.0,530.0,2026-02-18,LOSS,-3.92,0,0,False,False,True
