StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,ExitPrice,Outcome,Return%,High,Low,HitT1,HitT2,HitSL
SCMA,BUY - REVERSAL,2026-02-25,284.0,275.0,293.0,298.0,2026-02-26,272.0,LOSS,-4.23,290.0,272.0,False,False,True
