StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,ExitPrice,Outcome,Return%,High,Low,HitT1,HitT2,HitSL
SMRA,BUY - REVERSAL,2026-01-28,386.0,374.0,398.0,405.0,2026-01-29,354.0,LOSS,-8.29,390.0,354.0,False,False,True
