Date,StockCode,StockName,EntrySignal,SignalStrength,EntryPrice,StopLoss,Target1,Target2,Outcome,ExitPrice,ReturnPct,HitType,VolumeSurge,MarketPhase
2026-03-05,MSIN,MNC Digital Entertainment Tbk.,BUY - RISKY BOUNCE,70,535.0,508.0,548.0,556.0,WIN,556.0,3.925233644859813,TARGET2,1.0,Unknown
2026-03-05,PRDA,Prodia Widyahusada Tbk.,BUY - RISKY BOUNCE,70,2580.0,2451.0,2644.0,2683.0,WIN,2683.0,3.9922480620155043,TARGET2,1.0,Unknown
2026-03-05,TAPG,Triputra Agro Persada Tbk.,BUY - RISKY BOUNCE,70,1675.0,1591.0,1717.0,1742.0,LOSS,1591.0,-5.014925373134329,STOP_LOSS,1.0,Unknown
