StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,Outcome,Return%,MaxProfit%,DaysToTarget,HitT1,HitT2,HitSL
ICBP,BUY - REVERSAL,2025-10-14,8475.0,8221.0,8729.0,8899.0,2025-10-15,WIN-T1,3.0,3.24,1,True,False,False
