StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,ExitPrice,Outcome,Return%,High,Low,HitT1,HitT2,HitSL
GPSO,BUY - REVERSAL,2026-02-23,466.0,452.0,480.0,489.0,2026-02-24,450.0,LOSS,-3.43,468.0,450.0,False,False,True
