StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,ExitPrice,Outcome,Return%,High,Low,HitT1,HitT2,HitSL
SGER,BUY - MOMENTUM,2026-02-13,510.0,495.0,525.0,530.0,2026-02-18,490.0,LOSS,-3.92,515.0,490.0,False,False,True
