StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,Outcome,Return%,MaxProfit%,DaysToTarget,HitT1,HitT2,HitSL
KPIG,BUY - MOMENTUM,2025-04-14,118.0,114.0,122.0,124.0,2025-04-15,WIN-T1,3.39,3.39,1,True,False,False
