FileDate,StockCode,StockName,Close,ChangePct,Volatility,Volume,Value,Frequency,High,Low,SpreadPct,AvgTradeSize,VolumeVsShares,ValueRank,DayTradingScore,Category,EntrySignal,SignalStrength,StopLoss,Target1,Target2,RiskReward,Support7d,Resistance7d,PricePosition,MarketPhase
2026-03-09,BULL,Buana Lintas Lautan Tbk.,380.0,-14.414414414414415,6.306306306306306,667086100.0,259294228200.0,30297.0,406.0,378.0,0.5263157894736842,8558412.65471829,0.04305326598976647,0.975991649269311,49.684326002675455,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,440.0,590.0,0.0,Trending Down
2026-03-09,BIPI,Astrindo Nusantara Infrastruktur Tbk.,244.0,-8.955223880597014,12.686567164179104,2486880600.0,614494927600.0,49668.0,264.0,230.0,0.819672131147541,12372048.957074977,0.0390342632787628,0.9916492693110647,47.10665890575169,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,250.0,342.0,0.0,Trending Down
2026-03-09,ISAT,Indosat Tbk.,2000.0,-7.4074074074074066,6.481481481481481,37892200.0,75216259000.0,5458.0,2060.0,1920.0,0.25,13780919.567607183,0.0011749223934406383,0.94258872651357,45.067431438309,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,2110.0,2430.0,0.0,Trending Down
2026-03-09,DEWA,Darma Henwa Tbk,410.0,-6.392694063926941,10.50228310502283,802704300.0,323446086000.0,26470.0,426.0,380.0,0.4878048780487805,12219345.901020022,0.019728555386074053,0.9832985386221295,44.37131098681472,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,432.0,570.0,0.0,Trending Down
2026-03-09,AMRT,Sumber Alfaria Trijaya Tbk.,1435.0,-5.592105263157895,3.618421052631579,29742200.0,42542559000.0,7899.0,1460.0,1405.0,0.34843205574912894,5385815.799468287,0.0007162566384270422,0.918580375782881,43.6188546757474,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,1450.0,1775.0,0.0,Trending Down
2026-03-09,SSIA,Surya Semesta Internusa Tbk.,1125.0,-3.0172413793103448,6.896551724137931,18960400.0,20985626500.0,2752.0,1155.0,1075.0,0.4444444444444444,7625591.024709302,0.004029626960648445,0.8789144050104384,43.16371349268752,Reversal,HOLD,0,0.0,0.0,0.0,0.0,1150.0,1440.0,0.0,Trending Down
2026-03-09,MBMA,Merdeka Battery Materials Tbk.,660.0,-7.6923076923076925,8.391608391608392,278837200.0,183335441000.0,18035.0,690.0,630.0,0.7575757575757576,10165535.957859717,0.002581935421503926,0.9665970772442589,42.66756324070366,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,690.0,855.0,0.0,Trending Down
2026-03-09,BNBR,Bakrie & Brothers Tbk,143.0,-7.741935483870968,12.258064516129032,1716493300.0,243735531400.0,46687.0,153.0,134.0,0.6993006993006993,5220629.541414098,0.009898077799978946,0.9749478079331941,41.716877651005206,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,150.0,236.0,0.0,Sideways
2026-03-09,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,8725.0,-5.929919137466308,8.355795148247978,6475100.0,55211110000.0,3619.0,8925.0,8150.0,0.28653295128939826,15255902.18292346,0.00207986990153746,0.9331941544885177,41.68652909182492,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,9050.0,11300.0,0.0,Sideways
2026-03-09,ICBP,Indofood CBP Sukses Makmur Tbk.,7125.0,-4.3624161073825505,3.3557046979865772,11547600.0,82795710000.0,7586.0,7350.0,7100.0,0.3508771929824561,10914277.616662273,0.0009901981734035288,0.9467640918580376,41.52931762064787,Reversal,HOLD,0,0.0,0.0,0.0,0.0,7200.0,8100.0,0.0,Trending Down
2026-03-09,BBYB,Bank Neo Commerce Tbk.,290.0,-5.844155844155844,6.493506493506493,45181800.0,12961779800.0,3180.0,296.0,276.0,0.6896551724137931,4076031.3836477986,0.0034184668863494138,0.8517745302713987,40.45846896157126,Reversal,HOLD,0,0.0,0.0,0.0,0.0,304.0,380.0,0.0,Trending Down
2026-03-09,OASA,Maharaksa Biru Energi Tbk.,290.0,-14.201183431952662,7.6923076923076925,116103600.0,34312824800.0,7473.0,314.0,288.0,0.6896551724137931,4591572.96935635,0.018292039664609072,0.9102296450939458,39.66994073418576,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,308.0,468.0,0.0,Trending Down
2026-03-09,KIJA,Kawasan Industri Jababeka Tbk.,170.0,-7.103825136612022,9.289617486338798,178677800.0,30094012600.0,8046.0,177.0,160.0,0.5882352941176471,3740245.165299528,0.008580012379129023,0.8987473903966597,37.704444184790965,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,165.0,218.0,9.433962264150944,Trending Down
2026-03-09,UNTR,United Tractors Tbk.,29575.0,-0.42087542087542085,3.1144781144781146,4326200.0,126297395000.0,7680.0,29575.0,28650.0,0.9298393913778529,16444973.307291666,0.0011597971232321595,0.9572025052192067,37.44666037347147,Neutral,HOLD,0,0.0,0.0,0.0,0.0,28475.0,31500.0,36.36363636363637,Trending Down
2026-03-09,RAJA,Rukun Raharja Tbk.,3560.0,-5.570291777188329,13.262599469496022,41093800.0,145256632000.0,14722.0,3750.0,3250.0,0.2808988764044944,9866637.141692705,0.009721551448309797,0.9624217118997912,36.66609933570961,Reversal,HOLD,0,0.0,0.0,0.0,0.0,3710.0,4930.0,0.0,Trending Down
2026-03-09,INKP,Indah Kiat Pulp & Paper Tbk.,8875.0,-3.532608695652174,9.239130434782608,9018000.0,79395177500.0,9302.0,9150.0,8300.0,1.1267605633802817,8535280.316061063,0.0016483326848669843,0.9457202505219207,36.44742438464211,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,9200.0,12750.0,0.0,Trending Down
2026-03-09,BRIS,Bank Syariah Indonesia Tbk.,2190.0,-1.7937219730941705,2.690582959641256,13933100.0,30344060000.0,4155.0,2200.0,2140.0,0.45662100456621,7303022.864019254,0.00030509628912777075,0.9008350730688935,36.180068745333394,Neutral,AVOID - WEAK,0,0.0,0.0,0.0,0.0,2080.0,2400.0,34.375,Trending Down
