FileDate,StockCode,StockName,Close,ChangePct,Volatility,Volume,Value,Frequency,High,Low,SpreadPct,AvgTradeSize,VolumeVsShares,ValueRank,DayTradingScore,Category,EntrySignal,SignalStrength,StopLoss,Target1,Target2,RiskReward,Support7d,Resistance7d,PricePosition,MarketPhase
2026-02-25,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,3970.0,2.5839793281653747,2.5839793281653747,263027700.0,1036701205000.0,38358.0,3980.0,3880.0,0.2518891687657431,27026987.981646594,0.0017530106601680946,0.9979123173277662,55.9018194762855,Momentum,AVOID - OVERBOUGHT,0,0.0,0.0,0.0,0.0,3750.0,3970.0,100.0,Trending Up
2026-02-25,BBCA,Bank Central Asia Tbk.,7325.0,1.384083044982699,1.7301038062283738,133278000.0,976541550000.0,26591.0,7375.0,7250.0,0.3412969283276451,36724513.9332857,0.0010920639855692001,0.9958246346555324,52.75589700074381,Momentum,HOLD,0,0.0,0.0,0.0,0.0,7150.0,7375.0,77.77777777777779,Sideways
2026-02-25,AMMN,Amman Mineral Internasional Tbk.,7300.0,-2.013422818791946,4.3624161073825505,17313300.0,129110290000.0,7409.0,7625.0,7300.0,0.3424657534246575,17426142.52935619,0.00028237023055227974,0.9572025052192067,51.719275854220996,Reversal,HOLD,0,0.0,0.0,0.0,0.0,7125.0,8050.0,18.91891891891892,Sideways
2026-02-25,MDKA,Merdeka Copper Gold Tbk.,3820.0,0.79155672823219,4.749340369393139,90104000.0,347390573000.0,20481.0,3960.0,3780.0,0.2617801047120419,16961602.119037155,0.003681774189985426,0.9874739039665971,45.677735736584665,Neutral,AVOID - OVERBOUGHT,0,0.0,0.0,0.0,0.0,3110.0,3900.0,89.87341772151899,Trending Up
2026-02-25,MEDC,Medco Energi Internasional Tbk.,1730.0,2.6706231454005933,5.934718100890208,100759500.0,172395544000.0,13513.0,1745.0,1645.0,0.2890173410404624,12757755.050691927,0.004008536482253398,0.9707724425887265,45.587600549061996,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,1530.0,1835.0,65.57377049180327,Trending Up
2026-02-25,SUPA,Super Bank Indonesia Tbk.,1060.0,3.9215686274509802,4.901960784313726,59570700.0,62411530500.0,9965.0,1070.0,1020.0,0.4716981132075472,6263073.808329152,0.003294492191555135,0.9342379958246346,45.00525204593718,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,930.0,1125.0,66.66666666666666,Trending Up
2026-02-25,ASII,Astra International Tbk.,6650.0,1.5267175572519083,1.5267175572519083,45214100.0,300381495000.0,9692.0,6675.0,6575.0,0.37593984962406013,30992725.44366488,0.0011168510788477693,0.9843423799582464,43.91471065658448,Momentum,HOLD,0,0.0,0.0,0.0,0.0,6550.0,6775.0,44.44444444444444,Trending Down
2026-02-25,SCMA,Surya Citra Media Tbk.,284.0,-2.73972602739726,5.47945205479452,110443400.0,31440444200.0,7824.0,296.0,280.0,0.7042253521126761,4018461.68200409,0.0014930721872100045,0.9008350730688935,43.679967887477325,Reversal,BUY - REVERSAL,35,275.0,293.0,298.0,1.67,272.0,320.0,25.0,Trending Down
2026-02-25,RISE,Jaya Sukses Makmur Sentosa Tbk.,3240.0,7.641196013289036,9.634551495016613,1813400.0,5767786000.0,1559.0,3290.0,3000.0,0.30864197530864196,3699670.3014753046,0.00011194794618791004,0.7776617954070981,43.31050309298977,Momentum,AVOID - WEAK,0,0.0,0.0,0.0,0.0,3010.0,4560.0,14.838709677419354,Trending Down
2026-02-25,BBNI,Bank Negara Indonesia (Persero) Tbk.,4500.0,1.1235955056179776,1.7977528089887642,53012100.0,237689577000.0,9653.0,4520.0,4440.0,0.2222222222222222,24623389.3090231,0.0014356952705786696,0.9780793319415448,42.93733014255882,Momentum,HOLD,0,0.0,0.0,0.0,0.0,4420.0,4550.0,61.53846153846154,Trending Down
