StockCode,SignalType,EntryDate,EntryPrice,StopLoss,Target1,Target2,ExitDate,ExitPrice,Outcome,Return%,High,Low,HitT1,HitT2,HitSL
UNVR,BUY - REVERSAL,2026-01-19,2330.0,2260.0,2400.0,2446.0,2026-01-20,2320.0,EXIT-CLOSE,-0.43,2360.0,2320.0,False,False,False
