stock_code,entry_date,exit_date,days_held,entry_price,exit_price,quantity,signal_type,signal_strength,exit_reason,gross_pnl,net_pnl,pnl_pct,commissions,slippage,stop_loss,target1,target2
TLKM,2023-11-30,2023-12-04,3,3760.0,3810.0,2600,BUY - MOMENTUM,77,MAX_HOLDING,130000.0,80795.0,1.3297872340425532,29523.0,19682.0,3610.0,3873.0,3948.0
MTEL,2023-11-30,2023-12-04,3,720.0,725.0,13900,BUY - MOMENTUM,33,MAX_HOLDING,69500.0,19286.25,0.6944444444444444,30128.25,20085.5,691.0,742.0,738.0
BBRI,2023-12-01,2023-12-05,3,5350.0,5450.0,1800,BUY - MOMENTUM,32,MAX_HOLDING,180000.0,131400.0,1.8691588785046727,29160.0,19440.0,5136.0,5510.0,5618.0
ADMR,2023-12-04,2023-12-05,2,1300.0,1336.0,7600,BUY - MOMENTUM,41,TARGET2,273600.0,223516.0,2.769230769230769,30050.4,20033.6,1248.0,1339.0,1336.0
BRMS,2023-12-04,2023-12-05,2,206.0,198.0,48100,BUY - MOMENTUM,66,STOP_LOSS,-384800.0,-433381.00000000006,-3.8834951456310676,29148.6,19432.4,198.0,212.0,216.0
BRPT,2023-12-05,2023-12-06,2,1050.0,1071.0,9400,BUY - MOMENTUM,62,STOP_LOSS,197400.0,147556.5,2.0,29906.1,19937.4,1008.0,1082.0,1102.0
APIC,2023-12-05,2023-12-07,3,1180.0,1175.0,8400,BUY - MOMENTUM,71,MAX_HOLDING,-42000.0,-91455.0,-0.423728813559322,29673.0,19782.0,1133.0,1215.0,1239.0
ADMR,2023-12-07,2023-12-08,2,1305.0,1331.1000000000001,7600,BUY - MOMENTUM,19,STOP_LOSS,198360.00000000105,148274.10000000102,2.0000000000000107,30051.54,20034.36,1253.0,1344.0,1346.0
BBNI,2023-12-07,2023-12-11,3,5275.0,5064.0,1800,BUY - MOMENTUM,25,STOP_LOSS,-379800.0,-426325.5,-4.0,27915.300000000003,18610.2,5064.0,5433.0,5539.0
ISAT,2023-12-07,2023-12-11,3,9375.0,9350.0,1000,BUY - MOMENTUM,37,MAX_HOLDING,-25000.0,-71812.5,-0.26666666666666666,28087.5,18725.0,9000.0,9656.0,9844.0
SMIL,2023-12-11,2023-12-11,1,116.0,111.0,85700,BUY - MOMENTUM,51,STOP_LOSS,-428500.0,-477134.75,-4.310344827586207,29180.850000000002,19453.9,111.0,119.0,122.0
BANK,2023-12-12,2023-12-12,1,1220.0,1171.0,8000,BUY - MOMENTUM,100,STOP_LOSS,-392000.0,-439820.0,-4.016393442622951,28692.0,19128.0,1171.0,1257.0,1281.0
TCPI,2023-12-11,2023-12-13,3,8025.0,7950.0,1200,BUY - REVERSAL,40,MAX_HOLDING,-90000.0,-137925.0,-0.9345794392523363,28755.0,19170.0,7624.0,8266.0,8426.0
JSMR,2023-12-12,2023-12-13,2,4910.0,4714.0,1900,BUY - MOMENTUM,46,STOP_LOSS,-372400.0,-418114.0,-3.9918533604887987,27428.4,18285.6,4714.0,5057.0,5156.0
NATO,2023-12-13,2023-12-15,3,188.0,191.76,51800,BUY - MOMENTUM,22,STOP_LOSS,194767.99999999953,145589.07999999952,1.9999999999999951,29507.352,19671.568,180.0,194.0,197.0
TPIA,2023-12-15,2023-12-15,1,4930.0,4733.0,1900,BUY - MOMENTUM,100,STOP_LOSS,-374300.0,-420199.25,-3.995943204868154,27539.550000000003,18359.7,4733.0,5078.0,5049.0
TLKM,2023-12-14,2023-12-18,3,3940.0,3970.0,2400,BUY - MOMENTUM,23,MAX_HOLDING,72000.0,24540.0,0.7614213197969544,28476.0,18984.0,3782.0,4058.0,4137.0
JSMR,2023-12-14,2023-12-18,3,4800.0,4780.0,2000,BUY - MOMENTUM,54,MAX_HOLDING,-40000.0,-87900.0,-0.4166666666666667,28740.0,19160.0,4608.0,4944.0,4930.0
APIC,2023-12-18,2023-12-20,3,1130.0,1145.0,8500,BUY - REVERSAL,52,MAX_HOLDING,127500.0,79156.25,1.3274336283185841,29006.25,19337.5,1074.0,1164.0,1186.0
BMRI,2023-12-18,2023-12-20,3,5925.0,5925.0,1600,BUY - MOMENTUM,20,MAX_HOLDING,0.0,-47400.0,0.0,28440.0,18960.0,5688.0,6103.0,6221.0
SMIL,2023-12-21,2023-12-21,1,122.0,117.0,78700,BUY - MOMENTUM,26,STOP_LOSS,-393500.0,-440523.24999999994,-4.098360655737705,28213.95,18809.3,117.0,126.0,128.0
MNCN,2023-12-20,2023-12-22,3,384.0,378.0,25000,BUY - MOMENTUM,43,MAX_HOLDING,-150000.0,-197625.0,-1.5625,28575.0,19050.0,369.0,396.0,403.0
MAPA,2023-12-20,2023-12-22,3,805.0,800.0,11900,BUY - MOMENTUM,22,MAX_HOLDING,-59500.0,-107248.75,-0.6211180124223602,28649.25,19099.5,773.0,829.0,845.0
ADRO,2023-12-21,2023-12-27,3,2600.0,2590.0,3600,BUY - MOMENTUM,23,MAX_HOLDING,-36000.0,-82710.0,-0.38461538461538464,28026.0,18684.0,2496.0,2678.0,2730.0
HRUM,2023-12-27,2023-12-27,1,1350.0,1296.0,7000,BUY - MOMENTUM,87,STOP_LOSS,-378000.0,-424305.0,-4.0,27783.0,18522.0,1296.0,1390.0,1418.0
SSMS,2023-12-22,2023-12-28,3,1020.0,1030.0,9300,BUY - MOMENTUM,46,MAX_HOLDING,93000.0,45337.5,0.9803921568627451,28597.5,19065.0,979.0,1051.0,1071.0
ULTJ,2023-12-27,2023-12-28,2,1545.0,1568.175,6100,BUY - REVERSAL,41,STOP_LOSS,141367.4999999997,93891.5812499997,1.499999999999997,28485.55125,18990.3675,1468.0,1591.0,1622.0
MBMA,2023-12-29,2023-12-29,1,560.0,538.0,16800,BUY - MOMENTUM,52,STOP_LOSS,-369600.0,-415716.0,-3.9285714285714284,27669.6,18446.4,538.0,577.0,574.0
SMIL,2023-12-28,2024-01-02,3,121.0,121.0,77800,BUY - REVERSAL,62,MAX_HOLDING,0.0,-47069.0,0.0,28241.4,18827.600000000002,115.0,125.0,127.0
TPIA,2024-01-02,2024-01-02,1,5700.0,5472.0,1600,BUY - MOMENTUM,100,STOP_LOSS,-364800.0,-409488.0,-4.0,26812.800000000003,17875.2,5472.0,5871.0,5985.0
BBNI,2023-12-29,2024-01-03,3,5375.0,5350.0,1700,BUY - MOMENTUM,19,MAX_HOLDING,-42500.0,-88081.25,-0.46511627906976744,27348.75,18232.5,5160.0,5536.0,5644.0
IOTF,2024-01-02,2024-01-04,3,151.0,151.0,62100,BUY - MOMENTUM,26,STOP_LOSS,0.0,-46885.5,0.0,28131.3,18754.2,145.0,156.0,159.0
SMSM,2024-01-02,2024-01-04,3,2010.0,1975.0,4600,BUY - MOMENTUM,25,MAX_HOLDING,-161000.0,-206827.5,-1.7412935323383085,27496.5,18331.0,1930.0,2070.0,2110.0
BIPI,2024-01-03,2024-01-05,3,106.0,107.0,87800,BUY - MOMENTUM,50,MAX_HOLDING,87800.0,41046.5,0.9433962264150944,28052.1,18701.4,102.0,109.0,111.0
MIDI,2024-01-03,2024-01-05,3,414.0,393.0,22400,BUY - REVERSAL,45,STOP_LOSS,-470400.0,-515592.0,-5.072463768115942,27115.2,18076.800000000003,393.0,426.0,435.0
BBRI,2024-01-04,2024-01-08,3,5700.0,5625.0,1600,BUY - MOMENTUM,43,MAX_HOLDING,-120000.0,-165300.0,-1.3157894736842104,27180.0,18120.0,5472.0,5871.0,5985.0
TLKM,2024-01-05,2024-01-09,3,3890.0,3960.0,2300,BUY - REVERSAL,51,MAX_HOLDING,161000.0,115862.5,1.7994858611825193,27082.5,18055.0,3696.0,4007.0,4084.0
ICBP,2024-01-05,2024-01-09,3,10725.0,11025.0,800,BUY - REVERSAL,51,MAX_HOLDING,240000.0,196500.0,2.797202797202797,26100.0,17400.0,10189.0,11047.0,11261.0
BBRI,2024-01-08,2024-01-10,3,5625.0,5700.0,1600,BUY - REVERSAL,46,MAX_HOLDING,120000.0,74700.0,1.3333333333333335,27180.0,18120.0,5344.0,5794.0,5906.0
BRIS,2024-01-08,2024-01-10,3,1925.0,1935.0,4700,BUY - MOMENTUM,54,MAX_HOLDING,47000.0,1645.0,0.5194805194805194,27213.0,18142.0,1848.0,1983.0,2021.0
BBRI,2024-01-09,2024-01-11,3,5700.0,5750.0,1600,BUY - MOMENTUM,33,MAX_HOLDING,80000.0,34200.0,0.8771929824561403,27480.0,18320.0,5472.0,5871.0,5985.0
BOGA,2024-01-10,2024-01-12,3,1115.0,1135.0,8200,BUY - MOMENTUM,34,MAX_HOLDING,164000.0,117875.0,1.7937219730941705,27675.0,18450.0,1070.0,1148.0,1163.0
HILL,2024-01-10,2024-01-12,3,2340.0,2386.8,3900,BUY - REVERSAL,50,STOP_LOSS,182520.0000000007,136433.7000000007,2.0000000000000075,27651.78,18434.52,2223.0,2410.0,2457.0
MEDC,2024-01-11,2024-01-12,2,1220.0,1244.4,7500,BUY - MOMENTUM,74,STOP_LOSS,183000.00000000067,136792.50000000067,2.000000000000007,27724.5,18483.0,1171.0,1257.0,1257.0
BRIS,2024-01-11,2024-01-15,3,1970.0,1945.0,4600,BUY - MOMENTUM,41,MAX_HOLDING,-115000.0,-160022.5,-1.2690355329949239,27013.5,18009.0,1891.0,2029.0,2068.0
BOGA,2024-01-12,2024-01-16,3,1135.0,1120.0,8100,BUY - MOMENTUM,25,MAX_HOLDING,-121500.0,-167163.75,-1.3215859030837005,27398.25,18265.5,1090.0,1169.0,1163.0
BBNI,2024-01-15,2024-01-17,3,5625.0,5550.0,1600,BUY - MOMENTUM,21,MAX_HOLDING,-120000.0,-164700.0,-1.3333333333333335,26820.0,17880.0,5400.0,5794.0,5906.0
PWON,2024-01-15,2024-01-17,3,446.0,436.0,20800,BUY - MOMENTUM,18,MAX_HOLDING,-208000.0,-253864.00000000003,-2.242152466367713,27518.4,18345.600000000002,428.0,459.0,468.0
BMRI,2024-01-16,2024-01-18,3,6525.0,6525.0,1400,BUY - MOMENTUM,19,MAX_HOLDING,0.0,-45675.0,0.0,27405.0,18270.0,6264.0,6721.0,6851.0
AKRA,2024-01-16,2024-01-18,3,1580.0,1610.0,5800,BUY - MOMENTUM,51,MAX_HOLDING,174000.0,127745.0,1.89873417721519,27753.0,18502.0,1517.0,1627.0,1659.0
ADMR,2024-01-17,2024-01-19,3,1285.0,1295.0,7100,BUY - REVERSAL,46,MAX_HOLDING,71000.0,25205.0,0.7782101167315175,27477.0,18318.0,1221.0,1324.0,1349.0
BANK,2024-01-18,2024-01-19,2,1355.0,1301.0,6700,BUY - MOMENTUM,48,STOP_LOSS,-361800.0,-406288.0,-3.985239852398524,26692.800000000003,17795.2,1301.0,1396.0,1406.0
BRIS,2024-01-18,2024-01-22,3,2010.0,2040.1499999999999,4500,BUY - MOMENTUM,69,STOP_LOSS,135674.9999999994,90110.81249999939,1.4999999999999931,27338.5125,18225.675000000003,1930.0,2070.0,2110.0
CARE,2024-01-19,2024-01-22,2,177.0,179.65499999999997,51900,BUY - MOMENTUM,37,STOP_LOSS,137794.49999999857,91518.51374999859,1.4999999999999845,27765.59175,18510.3945,170.0,182.0,186.0
BBRI,2024-01-19,2024-01-23,3,5800.0,5700.0,1500,BUY - MOMENTUM,23,MAX_HOLDING,-150000.0,-193125.0,-1.7241379310344827,25875.0,17250.0,5568.0,5974.0,6090.0
MAPI,2024-01-22,2024-01-24,3,1970.0,1995.0,4600,BUY - MOMENTUM,33,MAX_HOLDING,115000.0,69402.5,1.2690355329949239,27358.5,18239.0,1891.0,2029.0,2068.0
ISAT,2024-01-23,2024-01-25,3,9850.0,10000.0,900,BUY - MOMENTUM,44,MAX_HOLDING,135000.0,90337.5,1.5228426395939088,26797.5,17865.0,9456.0,10146.0,10342.0
ARTO,2024-01-25,2024-01-26,2,3560.0,3418.0,2500,BUY - MOMENTUM,23,STOP_LOSS,-355000.0,-398612.5,-3.9887640449438204,26167.5,17445.0,3418.0,3667.0,3663.0
MAPA,2024-01-26,2024-01-26,1,980.0,941.0,9300,BUY - MOMENTUM,53,STOP_LOSS,-362700.0,-407363.25,-3.9795918367346936,26797.95,17865.300000000003,941.0,1009.0,1015.0
AVIA,2024-01-26,2024-01-26,1,570.0,547.0,16000,BUY - MOMENTUM,24,STOP_LOSS,-368000.0,-412680.0,-4.035087719298246,26808.0,17872.0,547.0,587.0,589.0
BFIN,2024-01-25,2024-01-29,3,1215.0,1235.0,7500,BUY - REVERSAL,40,MAX_HOLDING,150000.0,104062.5,1.646090534979424,27562.5,18375.0,1154.0,1251.0,1276.0
BRIS,2024-01-29,2024-01-29,1,2140.0,2054.0,4100,BUY - MOMENTUM,100,STOP_LOSS,-352600.0,-395588.5,-4.018691588785047,25793.1,17195.4,2054.0,2204.0,2247.0
ISAT,2024-01-29,2024-01-31,3,9625.0,9575.0,900,BUY - REVERSAL,56,MAX_HOLDING,-45000.0,-88200.0,-0.5194805194805194,25920.0,17280.0,9144.0,9914.0,10106.0
IMPC,2024-01-29,2024-01-31,3,394.0,392.0,22700,BUY - MOMENTUM,30,MAX_HOLDING,-45400.0,-90005.5,-0.5076142131979695,26763.300000000003,17842.2,378.0,406.0,406.0
SMGR,2024-01-31,2024-02-01,2,6200.0,6200.0,1400,BUY - MOMENTUM,27,STOP_LOSS,0.0,-43400.0,0.0,26040.0,17360.0,5952.0,6386.0,6510.0
BULL,2024-02-01,2024-02-01,1,156.0,164.0,57000,BUY - REVERSAL,46,TARGET2,456000.0,410400.0,5.128205128205128,27360.0,18240.0,148.0,161.0,164.0
TLKM,2024-01-31,2024-02-02,3,3960.0,3960.0,2200,BUY - REVERSAL,37,STOP_LOSS,0.0,-43560.0,0.0,26136.0,17424.0,3762.0,4079.0,4158.0
VKTR,2024-01-31,2024-02-02,3,119.0,117.0,75000,BUY - MOMENTUM,49,MAX_HOLDING,-150000.0,-194250.0,-1.680672268907563,26550.0,17700.0,114.0,123.0,125.0
BBRI,2024-02-01,2024-02-05,3,5750.0,5775.0,1500,BUY - MOMENTUM,28,MAX_HOLDING,37500.0,-5718.75,0.43478260869565216,25931.25,17287.5,5520.0,5922.0,6038.0
BMRI,2024-02-02,2024-02-05,2,6675.0,6675.0,1300,BUY - MOMENTUM,44,STOP_LOSS,0.0,-43387.5,0.0,26032.5,17355.0,6408.0,6875.0,7009.0
MAPI,2024-02-05,2024-02-07,3,1930.0,1975.0,4600,BUY - REVERSAL,42,MAX_HOLDING,207000.0,162092.5,2.33160621761658,26944.5,17963.0,1834.0,1988.0,2026.0
MYOR,2024-02-05,2024-02-07,3,2390.0,2400.0,3700,BUY - MOMENTUM,32,MAX_HOLDING,37000.0,-7307.5,0.41841004184100417,26584.5,17723.0,2294.0,2462.0,2510.0
BBCA,2024-02-06,2024-02-12,3,9625.0,9800.0,900,BUY - MOMENTUM,23,MAX_HOLDING,157500.0,113793.75,1.8181818181818181,26223.75,17482.5,9240.0,9914.0,10106.0
BBRI,2024-02-06,2024-02-12,3,5825.0,5912.374999999999,1500,BUY - MOMENTUM,24,STOP_LOSS,131062.49999999863,87047.34374999863,1.4999999999999842,26409.09375,17606.0625,5592.0,6000.0,6116.0
BMRI,2024-02-06,2024-02-12,3,6850.0,7192.0,1300,BUY - MOMENTUM,16,TARGET2,444600.0,398963.5,4.992700729927008,27381.9,18254.6,6576.0,7056.0,7192.0
PTPP,2024-02-12,2024-02-13,2,422.0,430.44,21100,BUY - MOMENTUM,69,STOP_LOSS,178083.99999999994,133117.78999999995,1.9999999999999993,26979.726000000002,17986.484,405.0,435.0,443.0
TLKM,2024-02-12,2024-02-15,3,4000.0,4030.0,2200,BUY - MOMENTUM,24,MAX_HOLDING,66000.0,21835.0,0.75,26499.0,17666.0,3840.0,4120.0,4200.0
TLKM,2024-02-15,2024-02-16,2,4030.0,4090.45,2200,BUY - MOMENTUM,45,STOP_LOSS,132989.9999999996,88327.52499999959,1.4999999999999953,26797.485,17864.989999999998,3869.0,4151.0,4232.0
MAPI,2024-02-15,2024-02-19,3,2000.0,1920.0,4500,BUY - MOMENTUM,58,STOP_LOSS,-360000.0,-404100.0,-4.0,26460.0,17640.0,1920.0,2060.0,2100.0
BRIS,2024-02-15,2024-02-19,3,2390.0,2294.0,3700,BUY - MOMENTUM,50,STOP_LOSS,-355200.0,-398527.0,-4.01673640167364,25996.2,17330.8,2294.0,2462.0,2510.0
ICBP,2024-02-15,2024-02-19,3,11650.0,11575.0,700,BUY - MOMENTUM,57,MAX_HOLDING,-52500.0,-93143.75,-0.6437768240343348,24386.25,16257.5,11184.0,12000.0,12232.0
BBCA,2024-02-16,2024-02-20,3,9950.0,10025.0,900,BUY - MOMENTUM,37,MAX_HOLDING,67500.0,22556.25,0.7537688442211055,26966.25,17977.5,9552.0,10248.0,10448.0
ERAA,2024-02-20,2024-02-20,1,450.0,459.0,19800,BUY - MOMENTUM,51,TARGET2,178200.0,133204.5,2.0,26997.300000000003,17998.2,432.0,464.0,459.0
BBNI,2024-02-19,2024-02-21,3,5875.0,6000.0,1500,BUY - REVERSAL,40,MAX_HOLDING,187500.0,142968.75,2.127659574468085,26718.75,17812.5,5581.0,6051.0,6169.0
BFIN,2024-02-20,2024-02-22,3,1315.0,1350.0,6700,BUY - MOMENTUM,54,MAX_HOLDING,234500.0,189861.25,2.6615969581749046,26783.25,17855.5,1262.0,1354.0,1381.0
PWON,2024-02-20,2024-02-22,3,426.0,418.0,20900,BUY - MOMENTUM,31,MAX_HOLDING,-167200.0,-211299.0,-1.8779342723004695,26459.4,17639.6,409.0,439.0,447.0
MEJA,2024-02-22,2024-02-22,1,105.0,101.0,85400,BUY - MOMENTUM,56,STOP_LOSS,-341600.0,-385581.0,-3.8095238095238098,26388.6,17592.4,101.0,108.0,110.0
AKRA,2024-02-21,2024-02-23,3,1620.0,1630.0,5500,BUY - MOMENTUM,15,MAX_HOLDING,55000.0,10312.5,0.6172839506172839,26812.5,17875.0,1555.0,1669.0,1701.0
CASA,2024-02-26,2024-02-28,3,710.0,715.0,12500,BUY - REVERSAL,41,MAX_HOLDING,62500.0,17968.75,0.7042253521126761,26718.75,17812.5,674.0,731.0,746.0
BFIN,2024-02-26,2024-02-28,3,1335.0,1340.0,6600,BUY - MOMENTUM,18,MAX_HOLDING,33000.0,-11137.5,0.37453183520599254,26482.5,17655.0,1282.0,1375.0,1402.0
INTP,2024-02-26,2024-02-28,3,9125.0,9100.0,900,BUY - MOMENTUM,26,MAX_HOLDING,-22500.0,-63506.25,-0.273972602739726,24603.75,16402.5,8760.0,9399.0,9581.0
CTRA,2024-02-27,2024-02-28,2,1260.0,1260.0,7000,BUY - MOMENTUM,46,STOP_LOSS,0.0,-44100.0,0.0,26460.0,17640.0,1210.0,1298.0,1323.0
ICBP,2024-02-27,2024-02-29,3,11600.0,11550.0,700,BUY - MOMENTUM,20,MAX_HOLDING,-35000.0,-75512.5,-0.43103448275862066,24307.5,16205.0,11136.0,11948.0,12180.0
EMTK,2024-02-29,2024-03-04,3,470.0,462.0,18900,BUY - MOMENTUM,75,MAX_HOLDING,-151200.0,-195237.0,-1.702127659574468,26422.2,17614.8,451.0,484.0,494.0
BBNI,2024-02-29,2024-03-04,3,6000.0,5875.0,1400,BUY - MOMENTUM,24,MAX_HOLDING,-175000.0,-216562.5,-2.083333333333333,24937.5,16625.0,5760.0,6180.0,6300.0
SGER,2024-02-29,2024-03-04,3,2270.0,2280.0,3900,BUY - MOMENTUM,22,MAX_HOLDING,39000.0,-5362.5,0.4405286343612335,26617.5,17745.0,2179.0,2338.0,2384.0
SSIA,2024-02-29,2024-03-04,3,565.0,593.0,15700,BUY - MOMENTUM,25,TARGET2,439600.0,394148.5,4.95575221238938,27270.9,18180.6,542.0,582.0,593.0
TPIA,2024-03-01,2024-03-05,3,4670.0,4740.0,1900,BUY - MOMENTUM,44,MAX_HOLDING,133000.0,88302.5,1.4989293361884368,26818.5,17879.0,4483.0,4810.0,4904.0
SMIL,2024-03-05,2024-03-05,1,171.0,164.0,51900,BUY - MOMENTUM,57,STOP_LOSS,-363300.0,-406766.25,-4.093567251461988,26079.75,17386.5,164.0,176.0,180.0
MAPA,2024-03-05,2024-03-06,2,1140.0,1094.0,7700,BUY - MOMENTUM,23,STOP_LOSS,-354200.0,-397204.5,-4.035087719298246,25802.7,17201.8,1094.0,1174.0,1197.0
BBRI,2024-03-05,2024-03-07,3,6125.0,6225.0,1400,BUY - MOMENTUM,33,MAX_HOLDING,140000.0,96775.0,1.6326530612244898,25935.0,17290.0,5880.0,6309.0,6431.0
BBCA,2024-03-06,2024-03-08,3,9950.0,10150.0,800,BUY - MOMENTUM,39,MAX_HOLDING,160000.0,119800.0,2.0100502512562812,24120.0,16080.0,9552.0,10248.0,10448.0
BBRI,2024-03-06,2024-03-08,3,6200.0,6350.0,1400,BUY - MOMENTUM,29,MAX_HOLDING,210000.0,166075.0,2.4193548387096775,26355.0,17570.0,5952.0,6386.0,6510.0
AMRT,2024-03-06,2024-03-08,3,2750.0,2790.0,3200,BUY - MOMENTUM,34,MAX_HOLDING,128000.0,83680.0,1.4545454545454546,26592.0,17728.0,2640.0,2832.0,2888.0
BBNI,2024-03-07,2024-03-08,2,5975.0,5975.0,1400,BUY - MOMENTUM,22,STOP_LOSS,0.0,-41825.0,0.0,25095.0,16730.0,5736.0,6154.0,6274.0
ISAT,2024-03-13,2024-03-13,1,12050.0,11568.0,700,BUY - MOMENTUM,66,STOP_LOSS,-337400.0,-378731.5,-4.0,24798.9,16532.6,11568.0,12412.0,12652.0
BMRI,2024-03-08,2024-03-14,3,7125.0,7231.874999999999,1200,BUY - MOMENTUM,24,STOP_LOSS,128249.99999999891,85179.37499999891,1.4999999999999873,25842.375,17228.25,6840.0,7339.0,7481.0
MDKA,2024-03-13,2024-03-15,3,2410.0,2314.0,3600,BUY - MOMENTUM,40,STOP_LOSS,-345600.0,-388116.0,-3.9834024896265556,25509.6,17006.4,2314.0,2482.0,2530.0
MAPI,2024-03-13,2024-03-15,3,1920.0,1930.0,4600,BUY - MOMENTUM,39,MAX_HOLDING,46000.0,1725.0,0.5208333333333333,26565.0,17710.0,1843.0,1978.0,2010.0
ACES,2024-03-13,2024-03-15,3,835.0,835.0,10500,BUY - MOMENTUM,44,MAX_HOLDING,0.0,-43837.5,0.0,26302.5,17535.0,802.0,860.0,877.0
BBCA,2024-03-14,2024-03-18,3,10325.0,10150.0,800,BUY - MOMENTUM,68,MAX_HOLDING,-140000.0,-180950.0,-1.694915254237288,24570.0,16380.0,9912.0,10635.0,10841.0
ASII,2024-03-19,2024-03-21,3,5225.0,5350.0,1600,BUY - MOMENTUM,32,MAX_HOLDING,200000.0,157700.0,2.3923444976076556,25380.0,16920.0,5016.0,5382.0,5486.0
BRIS,2024-03-19,2024-03-21,3,2660.0,2680.0,3200,BUY - MOMENTUM,25,MAX_HOLDING,64000.0,21280.0,0.7518796992481203,25632.0,17088.0,2554.0,2740.0,2793.0
FILM,2024-03-20,2024-03-22,3,4130.0,4140.0,2100,BUY - MOMENTUM,63,MAX_HOLDING,21000.0,-22417.5,0.24213075060532688,26050.5,17367.0,3965.0,4254.0,4336.0
ASII,2024-03-20,2024-03-22,3,5275.0,5375.0,1600,BUY - MOMENTUM,26,MAX_HOLDING,160000.0,117400.0,1.8957345971563981,25560.0,17040.0,5064.0,5433.0,5539.0
ISAT,2024-03-21,2024-03-25,3,11550.0,11625.0,700,BUY - REVERSAL,57,MAX_HOLDING,52500.0,11943.75,0.6493506493506493,24333.75,16222.5,10972.0,11896.0,12128.0
KIJA,2024-03-22,2024-03-26,3,121.0,123.0,72100,BUY - MOMENTUM,29,MAX_HOLDING,144200.0,100219.0,1.6528925619834711,26388.6,17592.4,116.0,125.0,126.0
ASII,2024-03-22,2024-03-26,3,5375.0,5300.0,1600,BUY - MOMENTUM,17,MAX_HOLDING,-120000.0,-162700.0,-1.3953488372093024,25620.0,17080.0,5160.0,5536.0,5644.0
AKRA,2024-03-25,2024-03-27,3,1735.0,1666.0,5000,BUY - MOMENTUM,45,STOP_LOSS,-345000.0,-387512.5,-3.976945244956772,25507.5,17005.0,1666.0,1787.0,1807.0
INTP,2024-03-25,2024-03-27,3,8725.0,8750.0,1000,BUY - MOMENTUM,36,MAX_HOLDING,25000.0,-18687.5,0.28653295128939826,26212.5,17475.0,8376.0,8987.0,9161.0
PANI,2024-03-26,2024-03-28,3,5525.0,5575.0,1500,BUY - MOMENTUM,29,MAX_HOLDING,75000.0,33375.0,0.904977375565611,24975.0,16650.0,5304.0,5691.0,5801.0
EURO,2024-03-27,2024-03-28,2,139.0,139.0,62800,BUY - MOMENTUM,65,STOP_LOSS,0.0,-43646.0,0.0,26187.600000000002,17458.4,133.0,143.0,146.0
TPIA,2024-03-28,2024-03-28,1,5825.0,5592.0,1400,BUY - MOMENTUM,45,STOP_LOSS,-326200.0,-366159.5,-4.0,23975.7,15983.8,5592.0,6000.0,6116.0
CTRA,2024-03-27,2024-04-01,3,1305.0,1295.0,6600,BUY - MOMENTUM,16,MAX_HOLDING,-66000.0,-108900.0,-0.7662835249042145,25740.0,17160.0,1253.0,1344.0,1370.0
TPIA,2024-04-01,2024-04-01,1,6100.0,5856.0,1400,BUY - MOMENTUM,86,STOP_LOSS,-341600.0,-383446.0,-4.0,25107.6,16738.4,5856.0,6283.0,6286.0
BBRI,2024-03-28,2024-04-02,3,6050.0,5748.0,1400,BUY - REVERSAL,78,STOP_LOSS,-422800.0,-464093.0,-4.991735537190083,24775.800000000003,16517.2,5748.0,6232.0,6352.0
MAPA,2024-04-01,2024-04-03,3,1025.0,990.0,8400,BUY - REVERSAL,43,MAX_HOLDING,-294000.0,-336315.0,-3.414634146341464,25389.0,16926.0,974.0,1056.0,1076.0
MAPI,2024-04-01,2024-04-03,3,1840.0,1840.0,4600,BUY - MOMENTUM,31,STOP_LOSS,0.0,-42320.0,0.0,25392.0,16928.0,1766.0,1895.0,1932.0
SSIA,2024-04-02,2024-04-04,3,955.0,955.0,8900,BUY - MOMENTUM,74,STOP_LOSS,0.0,-42497.5,0.0,25498.5,16999.0,917.0,984.0,1003.0
MDKA,2024-04-02,2024-04-04,3,2350.0,2468.0,3600,BUY - MOMENTUM,51,TARGET2,424800.0,381438.0,5.0212765957446805,26017.2,17344.800000000003,2256.0,2420.0,2468.0
PGAS,2024-04-03,2024-04-05,3,1365.0,1375.0,6200,BUY - MOMENTUM,46,MAX_HOLDING,62000.0,19530.0,0.7326007326007326,25482.0,16988.0,1310.0,1406.0,1433.0
MAPI,2024-04-04,2024-04-16,3,1900.0,1824.0,4400,BUY - MOMENTUM,65,STOP_LOSS,-334400.0,-375364.0,-4.0,24578.4,16385.6,1824.0,1957.0,1995.0
ADMR,2024-04-04,2024-04-16,3,1350.0,1377.0,6200,BUY - MOMENTUM,62,STOP_LOSS,167400.0,125131.5,2.0,25361.1,16907.4,1296.0,1390.0,1418.0
PWON,2024-04-05,2024-04-16,2,432.0,415.0,19600,BUY - MOMENTUM,32,STOP_LOSS,-333200.0,-374703.0,-3.935185185185185,24901.800000000003,16601.2,415.0,445.0,454.0
IOTF,2024-04-16,2024-04-16,1,148.0,142.0,57200,BUY - MOMENTUM,100,STOP_LOSS,-343200.0,-384670.0,-4.054054054054054,24882.0,16588.0,142.0,152.0,155.0
CMRY,2024-04-05,2024-04-17,3,5050.0,4848.0,1600,BUY - MOMENTUM,30,STOP_LOSS,-323200.0,-362792.0,-4.0,23755.2,15836.8,4848.0,5202.0,5302.0
KLBF,2024-04-17,2024-04-17,1,1455.0,1495.0,5700,BUY - MOMENTUM,17,TARGET2,228000.0,185962.5,2.7491408934707904,25222.5,16815.0,1397.0,1499.0,1495.0
