stock_code,entry_date,exit_date,days_held,entry_price,exit_price,quantity,signal_type,signal_strength,exit_reason,gross_pnl,net_pnl,pnl_pct,commissions,slippage,stop_loss,target1,target2
UNTR,2023-03-02,2023-03-06,3,28325.0,27650.0,500,BUY - MOMENTUM,52,MAX_HOLDING,-337500.0,-407468.75,-2.383053839364519,41981.25,27987.5,27192.0,29175.0,29741.0
JPFA,2023-03-02,2023-03-06,3,1290.0,1250.0,11600,BUY - REVERSAL,81,MAX_HOLDING,-464000.0,-537660.0,-3.10077519379845,44196.0,29464.0,1226.0,1329.0,1354.0
GOTO,2023-03-03,2023-03-06,2,124.0,125.85999999999999,120500,BUY - MOMENTUM,48,STOP_LOSS,224129.99999999822,148859.6749999982,1.4999999999999882,45162.19499999999,30108.129999999997,119.0,128.0,130.0
ISAT,2023-03-03,2023-03-06,2,6900.0,7003.499999999999,2100,BUY - MOMENTUM,47,STOP_LOSS,217349.99999999808,144356.62499999808,1.4999999999999867,43796.024999999994,29197.35,6624.0,7107.0,7245.0
VTNY,2023-03-06,2023-03-08,3,432.0,434.0,34500,BUY - MOMENTUM,36,MAX_HOLDING,69000.0,-5692.5,0.4629629629629629,44815.5,29877.0,415.0,445.0,446.0
BMRI,2023-03-07,2023-03-09,3,10175.0,10450.0,1400,BUY - MOMENTUM,20,MAX_HOLDING,385000.0,312812.5,2.7027027027027026,43312.5,28875.0,9768.0,10480.0,10684.0
BFIN,2023-03-07,2023-03-09,3,1375.0,1375.0,10700,BUY - MOMENTUM,38,MAX_HOLDING,0.0,-73562.5,0.0,44137.5,29425.0,1320.0,1416.0,1444.0
VTNY,2023-03-07,2023-03-09,3,438.0,436.0,33800,BUY - MOMENTUM,35,MAX_HOLDING,-67600.0,-141453.0,-0.45662100456621,44311.8,29541.2,420.0,451.0,460.0
BMRI,2023-03-08,2023-03-10,3,10275.0,10375.0,1400,BUY - MOMENTUM,31,MAX_HOLDING,140000.0,67725.0,0.9732360097323601,43365.0,28910.0,9864.0,10583.0,10789.0
MYOR,2023-03-09,2023-03-13,3,2730.0,2621.0,5400,BUY - MOMENTUM,30,STOP_LOSS,-588600.0,-660838.5,-3.9926739926739923,43343.100000000006,28895.4,2621.0,2812.0,2866.0
AMRT,2023-03-15,2023-03-17,3,2850.0,2860.0,5100,BUY - MOMENTUM,20,MAX_HOLDING,51000.0,-21802.5,0.3508771929824561,43681.5,29121.0,2736.0,2936.0,2992.0
TLKM,2023-03-16,2023-03-20,3,4050.0,3990.0,3600,BUY - MOMENTUM,30,MAX_HOLDING,-216000.0,-288360.0,-1.4814814814814816,43416.0,28944.0,3888.0,4172.0,4252.0
CTRA,2023-03-16,2023-03-20,3,940.0,930.0,15700,BUY - REVERSAL,41,MAX_HOLDING,-157000.0,-230397.5,-1.0638297872340425,44038.5,29359.0,893.0,968.0,987.0
TPIA,2023-03-17,2023-03-20,2,2270.0,2179.0,6500,BUY - MOMENTUM,50,STOP_LOSS,-591500.0,-663796.25,-4.008810572687225,43377.75,28918.5,2179.0,2338.0,2336.0
BBNI,2023-03-17,2023-03-21,3,9025.0,9025.0,1600,BUY - MOMENTUM,32,STOP_LOSS,0.0,-72200.0,0.0,43320.0,28880.0,8664.0,9296.0,9476.0
INDF,2023-03-21,2023-03-24,2,6125.0,6216.874999999999,2300,BUY - REVERSAL,30,STOP_LOSS,211312.4999999979,140346.7187499979,1.4999999999999851,42579.46875,28386.3125,5819.0,6309.0,6431.0
BBRI,2023-03-24,2023-03-28,3,4770.0,4770.0,3000,BUY - REVERSAL,63,MAX_HOLDING,0.0,-71550.0,0.0,42930.0,28620.0,4532.0,4913.0,5008.0
BRIS,2023-03-24,2023-03-28,3,1610.0,1630.0,9000,BUY - MOMENTUM,45,MAX_HOLDING,180000.0,107100.0,1.2422360248447204,43740.0,29160.0,1546.0,1658.0,1690.0
UNTR,2023-03-24,2023-03-28,3,27675.0,28090.124999999996,500,BUY - MOMENTUM,31,STOP_LOSS,207562.4999999982,137856.0937499982,1.499999999999987,41823.84375,27882.5625,26568.0,28505.0,29059.0
BOGA,2023-03-24,2023-03-28,3,1235.0,1240.0,11800,BUY - MOMENTUM,17,MAX_HOLDING,59000.0,-14012.5,0.4048582995951417,43807.5,29205.0,1186.0,1272.0,1297.0
UNTR,2023-03-27,2023-03-28,2,27800.0,27800.0,500,BUY - MOMENTUM,17,STOP_LOSS,0.0,-69500.0,0.0,41700.0,27800.0,26688.0,28634.0,29190.0
MAPI,2023-03-29,2023-03-30,2,1625.0,1560.0,8900,BUY - MOMENTUM,43,STOP_LOSS,-578500.0,-649366.25,-4.0,42519.75,28346.5,1560.0,1674.0,1706.0
TLKM,2023-03-29,2023-03-31,3,4100.0,4060.0,3500,BUY - MOMENTUM,32,MAX_HOLDING,-140000.0,-211400.0,-0.975609756097561,42840.0,28560.0,3936.0,4223.0,4305.0
ENRG,2023-03-29,2023-03-31,3,238.0,228.0,61400,BUY - MOMENTUM,44,STOP_LOSS,-614000.0,-685531.0000000001,-4.201680672268908,42918.6,28612.4,228.0,245.0,250.0
BFIN,2023-03-29,2023-03-31,3,1305.0,1315.0,11100,BUY - MOMENTUM,21,MAX_HOLDING,111000.0,38295.0,0.7662835249042145,43623.0,29082.0,1253.0,1344.0,1370.0
AMRT,2023-03-30,2023-04-03,3,2870.0,2920.0,5000,BUY - REVERSAL,54,MAX_HOLDING,250000.0,177625.0,1.7421602787456445,43425.0,28950.0,2726.0,2956.0,3014.0
ASII,2023-03-31,2023-04-04,3,6000.0,6025.0,2400,BUY - MOMENTUM,39,MAX_HOLDING,60000.0,-12150.0,0.4166666666666667,43290.0,28860.0,5760.0,6180.0,6300.0
ENRG,2023-04-04,2023-04-04,1,244.0,234.0,59000,BUY - MOMENTUM,100,STOP_LOSS,-590000.0,-660505.0,-4.098360655737705,42303.0,28202.0,234.0,251.0,256.0
CTRA,2023-04-03,2023-04-05,3,975.0,975.0,14700,BUY - REVERSAL,41,STOP_LOSS,0.0,-71662.5,0.0,42997.5,28665.0,926.0,1004.0,1024.0
SMRA,2023-04-03,2023-04-05,3,535.0,530.0,26800,BUY - MOMENTUM,38,MAX_HOLDING,-134000.0,-205355.0,-0.9345794392523363,42813.0,28542.0,514.0,551.0,562.0
BIRD,2023-04-04,2023-04-05,2,1630.0,1654.4499999999998,8800,BUY - REVERSAL,51,STOP_LOSS,215159.9999999984,142902.0999999984,1.499999999999989,43354.74,28903.159999999996,1548.0,1679.0,1712.0
AGII,2023-04-05,2023-04-10,3,1995.0,1965.0,7100,BUY - REVERSAL,46,MAX_HOLDING,-213000.0,-283290.0,-1.5037593984962405,42174.0,28116.0,1895.0,2055.0,2095.0
MCAS,2023-04-11,2023-04-11,1,8800.0,8448.0,1600,BUY - MOMENTUM,100,STOP_LOSS,-563200.0,-632192.0,-4.0,41395.2,27596.800000000003,8448.0,9064.0,9240.0
BBTN,2023-04-10,2023-04-12,3,1240.0,1255.0,11500,BUY - MOMENTUM,25,MAX_HOLDING,172500.0,100768.75,1.2096774193548387,43038.75,28692.5,1190.0,1277.0,1302.0
BBNI,2023-04-11,2023-04-13,3,9375.0,9375.0,1500,BUY - MOMENTUM,18,MAX_HOLDING,0.0,-70312.5,0.0,42187.5,28125.0,9000.0,9656.0,9844.0
BOGA,2023-04-13,2023-04-17,3,1195.0,1205.0,11800,BUY - REVERSAL,35,MAX_HOLDING,118000.0,47200.0,0.8368200836820083,42480.0,28320.0,1135.0,1231.0,1255.0
BMRI,2023-04-14,2023-04-18,3,5225.0,5175.0,2700,BUY - MOMENTUM,57,MAX_HOLDING,-135000.0,-205200.0,-0.9569377990430622,42120.0,28080.0,5016.0,5382.0,5486.0
UNTR,2023-04-14,2023-04-18,3,30225.0,31075.0,400,BUY - REVERSAL,49,MAX_HOLDING,340000.0,278700.0,2.8122415219189416,36780.0,24520.0,28714.0,31132.0,31736.0
BRIS,2023-04-14,2023-04-18,3,1785.0,1714.0,7900,BUY - MOMENTUM,75,STOP_LOSS,-560900.0,-630005.25,-3.9775910364145655,41463.15,27642.1,1714.0,1839.0,1874.0
BHAT,2023-04-14,2023-04-18,3,760.0,765.0,18600,BUY - MOMENTUM,34,MAX_HOLDING,93000.0,22087.5,0.6578947368421052,42547.5,28365.0,730.0,783.0,798.0
BMRI,2023-04-18,2023-04-27,3,5175.0,5200.0,2700,BUY - MOMENTUM,34,MAX_HOLDING,67500.0,-2531.25,0.4830917874396135,42018.75,28012.5,4968.0,5330.0,5434.0
BBRI,2023-04-26,2023-04-27,2,5025.0,5025.0,2800,BUY - MOMENTUM,56,STOP_LOSS,0.0,-70350.0,0.0,42210.0,28140.0,4824.0,5176.0,5276.0
ISAT,2023-04-26,2023-04-27,2,6600.0,6698.999999999999,2100,BUY - REVERSAL,34,STOP_LOSS,207899.99999999808,138080.24999999808,1.4999999999999862,41891.85,27927.899999999998,6270.0,6798.0,6930.0
BMRI,2023-04-26,2023-04-28,3,5200.0,5175.0,2700,BUY - MOMENTUM,42,MAX_HOLDING,-67500.0,-137531.25,-0.4807692307692308,42018.75,28012.5,4992.0,5356.0,5460.0
KLBF,2023-04-26,2023-04-28,3,2080.0,2120.0,6700,BUY - MOMENTUM,58,MAX_HOLDING,268000.0,197650.0,1.9230769230769231,42210.0,28140.0,1997.0,2142.0,2184.0
AKRA,2023-04-28,2023-04-28,1,1620.0,1653.0,8700,BUY - MOMENTUM,17,TARGET2,287100.0,215912.25,2.037037037037037,42712.65,28475.1,1555.0,1669.0,1653.0
BIPI,2023-04-28,2023-05-03,3,147.0,145.0,95800,BUY - MOMENTUM,42,MAX_HOLDING,-191600.0,-261534.0,-1.3605442176870748,41960.4,27973.6,141.0,151.0,154.0
BUKA,2023-04-28,2023-05-03,3,236.0,236.0,59700,BUY - MOMENTUM,30,MAX_HOLDING,0.0,-70446.0,0.0,42267.6,28178.4,227.0,243.0,248.0
BMRI,2023-05-02,2023-05-04,3,5250.0,5175.0,2600,BUY - MOMENTUM,37,MAX_HOLDING,-195000.0,-262762.5,-1.4285714285714286,40657.5,27105.0,5040.0,5408.0,5371.0
BBNI,2023-05-02,2023-05-04,3,9550.0,9300.0,1400,BUY - MOMENTUM,31,MAX_HOLDING,-350000.0,-415975.0,-2.6178010471204187,39585.0,26390.0,9168.0,9836.0,10028.0
CMRY,2023-05-02,2023-05-04,3,4670.0,4610.0,3000,BUY - REVERSAL,51,MAX_HOLDING,-180000.0,-249600.0,-1.284796573875803,41760.0,27840.0,4436.0,4810.0,4904.0
BBRI,2023-05-04,2023-05-08,3,5150.0,5100.0,2700,BUY - MOMENTUM,25,MAX_HOLDING,-135000.0,-204187.5,-0.9708737864077669,41512.5,27675.0,4944.0,5304.0,5408.0
ICBP,2023-05-04,2023-05-08,3,10800.0,11025.0,1300,BUY - MOMENTUM,20,MAX_HOLDING,292500.0,221568.75,2.083333333333333,42558.75,28372.5,10368.0,11124.0,11340.0
PGEO,2023-05-08,2023-05-10,3,770.0,780.0,18100,BUY - MOMENTUM,53,MAX_HOLDING,181000.0,110862.5,1.2987012987012987,42082.5,28055.0,739.0,793.0,808.0
GOTO,2023-05-09,2023-05-10,2,109.0,111.18,127900,BUY - MOMENTUM,61,STOP_LOSS,278822.0000000009,208419.44500000088,2.000000000000006,42241.533,28161.022,105.0,112.0,114.0
BIPI,2023-05-10,2023-05-12,3,150.0,144.0,93000,BUY - MOMENTUM,44,STOP_LOSS,-558000.0,-626355.0,-4.0,41013.0,27342.0,144.0,154.0,158.0
ELPI,2023-05-11,2023-05-12,2,266.0,255.0,52600,BUY - MOMENTUM,72,STOP_LOSS,-578600.0,-647111.5,-4.135338345864661,41106.9,27404.6,255.0,274.0,279.0
TPMA,2023-05-11,2023-05-12,2,500.0,525.0,27900,BUY - MOMENTUM,48,TARGET2,697500.0,626006.25,5.0,42896.25,28597.5,480.0,515.0,525.0
KLBF,2023-05-11,2023-05-15,3,2130.0,2140.0,6500,BUY - MOMENTUM,73,MAX_HOLDING,65000.0,-4387.5,0.4694835680751174,41632.5,27755.0,2045.0,2194.0,2236.0
AMRT,2023-05-11,2023-05-15,3,2880.0,3024.0,4800,BUY - REVERSAL,35,TARGET2,691200.0,620352.0,5.0,42508.8,28339.2,2736.0,2966.0,3024.0
GOTO,2023-05-15,2023-05-17,3,117.0,113.0,118800,BUY - MOMENTUM,23,MAX_HOLDING,-475200.0,-543510.0,-3.418803418803419,40986.0,27324.0,112.0,121.0,123.0
ISAT,2023-05-16,2023-05-17,2,7425.0,7425.0,1800,BUY - REVERSAL,73,STOP_LOSS,0.0,-66825.0,0.0,40095.0,26730.0,7054.0,7648.0,7796.0
KLBF,2023-05-19,2023-05-19,1,2170.0,2083.0,6400,BUY - MOMENTUM,24,STOP_LOSS,-556800.0,-624848.0,-4.009216589861751,40828.8,27219.2,2083.0,2235.0,2278.0
UNTR,2023-05-17,2023-05-22,3,24025.0,23875.0,500,BUY - REVERSAL,36,MAX_HOLDING,-75000.0,-134875.0,-0.6243496357960457,35925.0,23950.0,22824.0,24746.0,25226.0
INTP,2023-05-17,2023-05-22,3,10375.0,10300.0,1300,BUY - MOMENTUM,33,MAX_HOLDING,-97500.0,-164693.75,-0.7228915662650602,40316.25,26877.5,9960.0,10686.0,10894.0
GOTO,2023-05-19,2023-05-23,3,115.0,115.0,120800,BUY - MOMENTUM,38,MAX_HOLDING,0.0,-69460.0,0.0,41676.0,27784.0,110.0,118.0,119.0
BBTN,2023-05-19,2023-05-23,3,1320.0,1280.0,10500,BUY - MOMENTUM,48,MAX_HOLDING,-420000.0,-488250.0,-3.0303030303030303,40950.0,27300.0,1267.0,1360.0,1386.0
BBRI,2023-05-22,2023-05-24,3,5425.0,5506.374999999999,2500,BUY - MOMENTUM,29,STOP_LOSS,203437.49999999773,135116.40624999773,1.4999999999999833,40992.65625,27328.4375,5208.0,5588.0,5696.0
AVIA,2023-05-23,2023-05-25,3,715.0,700.0,19200,BUY - MOMENTUM,47,MAX_HOLDING,-288000.0,-355920.0,-2.097902097902098,40752.0,27168.0,686.0,736.0,751.0
UNVR,2023-05-23,2023-05-25,3,4450.0,4410.0,3000,BUY - MOMENTUM,29,MAX_HOLDING,-120000.0,-186450.0,-0.8988764044943821,39870.0,26580.0,4272.0,4584.0,4672.0
BMRI,2023-05-25,2023-05-29,3,5175.0,5150.0,2600,BUY - MOMENTUM,40,MAX_HOLDING,-65000.0,-132112.5,-0.4830917874396135,40267.5,26845.0,4968.0,5330.0,5434.0
BSDE,2023-05-25,2023-05-29,3,1175.0,1140.0,11600,BUY - MOMENTUM,18,MAX_HOLDING,-406000.0,-473135.0,-2.9787234042553195,40281.0,26854.0,1128.0,1210.0,1234.0
BBCA,2023-05-26,2023-05-30,3,9150.0,9250.0,1400,BUY - MOMENTUM,27,MAX_HOLDING,140000.0,75600.0,1.092896174863388,38640.0,25760.0,8784.0,9424.0,9608.0
ACES,2023-05-31,2023-05-31,1,630.0,605.0,21400,BUY - MOMENTUM,38,STOP_LOSS,-535000.0,-601072.5,-3.968253968253968,39643.5,26429.0,605.0,649.0,653.0
ENRG,2023-05-31,2023-05-31,1,216.0,207.0,62600,BUY - MOMENTUM,100,STOP_LOSS,-563400.0,-629599.5000000001,-4.166666666666666,39719.7,26479.800000000003,207.0,222.0,224.0
MEDC,2023-05-30,2023-06-05,3,925.0,920.0,14600,BUY - MOMENTUM,55,MAX_HOLDING,-73000.0,-140342.5,-0.5405405405405406,40405.5,26937.0,888.0,953.0,971.0
CMRY,2023-05-30,2023-06-05,3,4280.0,4330.0,3100,BUY - REVERSAL,56,MAX_HOLDING,155000.0,88272.5,1.1682242990654206,40036.5,26691.0,4066.0,4408.0,4494.0
ISAT,2023-05-31,2023-06-06,3,8300.0,8500.0,1600,BUY - MOMENTUM,44,MAX_HOLDING,320000.0,252800.0,2.4096385542168677,40320.0,26880.0,7968.0,8549.0,8715.0
BBCA,2023-06-05,2023-06-07,3,9200.0,9100.0,1400,BUY - MOMENTUM,44,MAX_HOLDING,-140000.0,-204050.0,-1.0869565217391304,38430.0,25620.0,8832.0,9476.0,9660.0
TLKM,2023-06-05,2023-06-07,3,4080.0,4150.0,3200,BUY - MOMENTUM,30,MAX_HOLDING,224000.0,158160.0,1.715686274509804,39504.0,26336.0,3917.0,4202.0,4178.0
MAPI,2023-06-06,2023-06-07,2,1800.0,1836.0,7400,BUY - MOMENTUM,43,STOP_LOSS,266400.0,199134.0,2.0,40359.600000000006,26906.4,1728.0,1854.0,1846.0
ISAT,2023-06-06,2023-06-07,2,8500.0,8627.5,1500,BUY - MOMENTUM,53,STOP_LOSS,191250.0,127021.875,1.5,38536.875,25691.25,8160.0,8755.0,8925.0
UNVR,2023-06-07,2023-06-09,3,4570.0,4550.0,2900,BUY - MOMENTUM,49,MAX_HOLDING,-58000.0,-124120.0,-0.437636761487965,39672.0,26448.0,4387.0,4707.0,4798.0
SMSM,2023-06-09,2023-06-13,3,1785.0,1820.7,7500,BUY - MOMENTUM,29,STOP_LOSS,267750.00000000035,200143.12500000035,2.0000000000000027,40564.125,27042.75,1714.0,1839.0,1832.0
SMSM,2023-06-12,2023-06-13,2,1800.0,1836.0,7400,BUY - MOMENTUM,28,STOP_LOSS,266400.0,199134.0,2.0,40359.600000000006,26906.4,1728.0,1854.0,1890.0
KIJA,2023-06-12,2023-06-14,3,134.0,134.0,100000,BUY - MOMENTUM,42,MAX_HOLDING,0.0,-67000.0,0.0,40200.0,26800.0,129.0,138.0,141.0
ACES,2023-06-14,2023-06-14,1,685.0,658.0,19600,BUY - MOMENTUM,100,STOP_LOSS,-529200.0,-595007.0,-3.9416058394160585,39484.2,26322.800000000003,658.0,706.0,703.0
HEAL,2023-06-13,2023-06-15,3,1360.0,1375.0,9800,BUY - MOMENTUM,27,MAX_HOLDING,147000.0,79992.5,1.1029411764705883,40204.5,26803.0,1306.0,1401.0,1428.0
BUKA,2023-06-15,2023-06-15,1,218.0,209.0,61300,BUY - MOMENTUM,91,STOP_LOSS,-551700.0,-617137.75,-4.128440366972478,39262.65,26175.1,209.0,225.0,229.0
MAPI,2023-06-14,2023-06-16,3,1805.0,1800.0,7400,BUY - REVERSAL,46,MAX_HOLDING,-37000.0,-103692.5,-0.2770083102493075,40015.5,26677.0,1715.0,1859.0,1895.0
EXCL,2023-06-14,2023-06-16,3,2010.0,2020.0,6700,BUY - REVERSAL,39,MAX_HOLDING,67000.0,-502.5,0.4975124378109453,40501.5,27001.0,1910.0,2070.0,2110.0
UNVR,2023-06-15,2023-06-19,3,4520.0,4339.0,2900,BUY - MOMENTUM,38,STOP_LOSS,-524900.0,-589127.75,-4.004424778761062,38536.65,25691.1,4339.0,4656.0,4746.0
SMSM,2023-06-16,2023-06-19,2,1775.0,1775.0,7400,BUY - REVERSAL,43,STOP_LOSS,0.0,-65675.0,0.0,39405.0,26270.0,1686.0,1828.0,1864.0
GOTO,2023-06-16,2023-06-20,3,117.0,118.0,113500,BUY - MOMENTUM,28,MAX_HOLDING,113500.0,46818.75,0.8547008547008548,40008.75,26672.5,112.0,121.0,123.0
UNTR,2023-06-19,2023-06-21,3,23150.0,23350.0,500,BUY - MOMENTUM,27,MAX_HOLDING,100000.0,41875.0,0.8639308855291578,34875.0,23250.0,22224.0,23844.0,24308.0
BBRI,2023-06-20,2023-06-22,3,5550.0,5475.0,2300,BUY - MOMENTUM,22,MAX_HOLDING,-172500.0,-235893.75,-1.3513513513513513,38036.25,25357.5,5328.0,5716.0,5828.0
CPIN,2023-06-20,2023-06-22,3,5225.0,5150.0,2500,BUY - MOMENTUM,22,MAX_HOLDING,-187500.0,-252343.75,-1.4354066985645932,38906.25,25937.5,5016.0,5382.0,5486.0
CARE,2023-06-21,2023-06-23,3,494.0,488.0,26600,BUY - MOMENTUM,21,MAX_HOLDING,-159600.0,-224903.00000000003,-1.214574898785425,39181.8,26121.2,474.0,509.0,519.0
TPIA,2023-06-21,2023-06-23,3,2100.0,2080.0,6200,BUY - MOMENTUM,26,MAX_HOLDING,-124000.0,-188790.0,-0.9523809523809524,38874.0,25916.0,2016.0,2163.0,2205.0
PNBN,2023-06-23,2023-06-23,1,1125.0,1181.0,11600,BUY - REVERSAL,50,TARGET2,649600.0,582726.0,4.977777777777778,40124.4,26749.6,1069.0,1159.0,1181.0
BUMI,2023-06-22,2023-06-26,3,113.0,113.0,116700,BUY - REVERSAL,56,MAX_HOLDING,0.0,-65935.5,0.0,39561.3,26374.2,107.0,116.0,119.0
BIRD,2023-06-27,2023-06-27,1,2150.0,2258.0,6100,BUY - MOMENTUM,91,TARGET2,658800.0,591578.0,5.023255813953488,40333.2,26888.800000000003,2064.0,2214.0,2258.0
BBNI,2023-06-26,2023-07-03,3,9125.0,9225.0,1400,BUY - MOMENTUM,29,MAX_HOLDING,140000.0,75775.0,1.095890410958904,38535.0,25690.0,8760.0,9399.0,9581.0
BRMS,2023-06-26,2023-07-03,3,137.0,134.0,95900,BUY - MOMENTUM,68,MAX_HOLDING,-287700.0,-352672.25000000006,-2.18978102189781,38983.350000000006,25988.9,132.0,141.0,142.0
DILD,2023-06-26,2023-07-03,3,240.0,240.0,54700,BUY - MOMENTUM,45,MAX_HOLDING,0.0,-65640.0,0.0,39384.0,26256.0,230.0,247.0,252.0
BUMI,2023-06-27,2023-07-03,2,115.0,115.0,114100,BUY - MOMENTUM,52,STOP_LOSS,0.0,-65607.5,0.0,39364.5,26243.0,110.0,118.0,121.0
ASII,2023-07-03,2023-07-05,3,6825.0,6775.0,1900,BUY - MOMENTUM,28,MAX_HOLDING,-95000.0,-159600.0,-0.7326007326007326,38760.0,25840.0,6552.0,7030.0,7166.0
BMTR,2023-07-04,2023-07-05,2,312.0,318.24,42100,BUY - MOMENTUM,37,STOP_LOSS,262704.0000000004,196371.24000000043,2.0000000000000027,39799.656,26533.104,300.0,321.0,328.0
MAPI,2023-07-04,2023-07-06,3,1715.0,1749.3,7600,BUY - MOMENTUM,48,STOP_LOSS,260679.99999999965,194858.29999999967,1.9999999999999973,39493.020000000004,26328.68,1646.0,1766.0,1801.0
NATO,2023-07-04,2023-07-06,3,468.0,470.0,28100,BUY - MOMENTUM,22,MAX_HOLDING,56200.0,-9694.5,0.4273504273504274,39536.7,26357.800000000003,449.0,482.0,491.0
CASA,2023-07-04,2023-07-06,3,680.0,680.0,19300,BUY - MOMENTUM,21,MAX_HOLDING,0.0,-65620.0,0.0,39372.0,26248.0,653.0,700.0,714.0
BMRI,2023-07-06,2023-07-10,3,5300.0,5175.0,2400,BUY - MOMENTUM,20,MAX_HOLDING,-300000.0,-362850.0,-2.358490566037736,37710.0,25140.0,5088.0,5459.0,5565.0
NATO,2023-07-06,2023-07-10,3,470.0,478.0,28000,BUY - MOMENTUM,22,MAX_HOLDING,224000.0,157640.0,1.702127659574468,39816.0,26544.0,451.0,484.0,494.0
TPMA,2023-07-07,2023-07-10,2,480.0,480.0,27400,BUY - MOMENTUM,58,STOP_LOSS,0.0,-65760.0,0.0,39456.0,26304.0,461.0,494.0,504.0
ASII,2023-07-07,2023-07-11,3,6825.0,6800.0,1900,BUY - MOMENTUM,18,MAX_HOLDING,-47500.0,-112218.75,-0.3663003663003663,38831.25,25887.5,6552.0,7030.0,7166.0
BUKA,2023-07-07,2023-07-11,3,216.0,220.0,61000,BUY - MOMENTUM,60,MAX_HOLDING,244000.0,177510.0,1.8518518518518516,39894.0,26596.0,207.0,222.0,227.0
AUTO,2023-07-11,2023-07-11,1,2700.0,2592.0,4800,BUY - MOMENTUM,93,STOP_LOSS,-518400.0,-581904.0,-4.0,38102.4,25401.6,2592.0,2781.0,2835.0
ICBP,2023-07-11,2023-07-13,3,11525.0,11700.0,1100,BUY - MOMENTUM,44,MAX_HOLDING,192500.0,128631.25,1.5184381778741864,38321.25,25547.5,11064.0,11871.0,12101.0
CPIN,2023-07-11,2023-07-13,3,5475.0,5400.0,2400,BUY - MOMENTUM,39,MAX_HOLDING,-180000.0,-245250.0,-1.36986301369863,39150.0,26100.0,5256.0,5639.0,5749.0
BBTN,2023-07-12,2023-07-14,3,1305.0,1320.0,10000,BUY - REVERSAL,41,MAX_HOLDING,150000.0,84375.0,1.1494252873563218,39375.0,26250.0,1240.0,1344.0,1370.0
CASA,2023-07-12,2023-07-14,3,685.0,690.0,19000,BUY - MOMENTUM,24,MAX_HOLDING,95000.0,29687.5,0.7299270072992701,39187.5,26125.0,658.0,706.0,719.0
ASII,2023-07-13,2023-07-17,3,6800.0,6675.0,1900,BUY - MOMENTUM,22,MAX_HOLDING,-237500.0,-301506.25,-1.8382352941176472,38403.75,25602.5,6528.0,7004.0,7140.0
CTRA,2023-07-14,2023-07-18,3,1105.0,1085.0,11800,BUY - MOMENTUM,76,MAX_HOLDING,-236000.0,-300605.0,-1.809954751131222,38763.0,25842.0,1061.0,1138.0,1160.0
NATO,2023-07-14,2023-07-18,3,505.0,500.0,25800,BUY - MOMENTUM,28,MAX_HOLDING,-129000.0,-193822.5,-0.9900990099009901,38893.5,25929.0,485.0,520.0,530.0
