Date,StockCode,StockName,EntrySignal,SignalGrade,SignalStrength,SignalReason,EntryPrice,StopLoss,Target1,Target2,RiskReward,Outcome,ExitPrice,ReturnPct,HitType,VolumeSurge,MarketPhase
2026-03-05,BBCA,Bank Central Asia Tbk.,BUY - AKUMULASI,B,60,NonReg 66.7% | Avg Rp25jt | Asing: NET BUY,7100.0,6887.0,7313.0,7526.0,2.0,LOSS,7000.0,-1.4084507042253522,CLOSE,0.7086304447784041,Trending Down
2026-03-05,BMRI,Bank Mandiri (Persero) Tbk.,BUY - AKUMULASI,C,44,NonReg 3.9% | Avg Rp34jt | Asing: NET BUY,5125.0,4971.0,5279.0,5432.0,2.0,LOSS,4971.0,-3.004878048780488,STOP_LOSS,0.7499060243537756,Trending Down
2026-03-05,ATAP,Trimitra Prawara Goldland Tbk.,BUY - AKUMULASI,C,42,NonReg 11.4% | Avg Rp6jt | Asing: NET BUY,825.0,800.0,850.0,874.0,2.0,LOSS,800.0,-3.0303030303030303,STOP_LOSS,0.7276079307721567,Trending Down
2026-03-05,ISAT,Indosat Tbk.,BUY - AKUMULASI,C,43,NonReg 78.9% | Avg Rp7jt | Asing: NET BUY,2240.0,2173.0,2307.0,2374.0,2.0,LOSS,2173.0,-2.991071428571429,STOP_LOSS,0.40725514394408774,Trending Down
2026-03-05,NSSS,Nusantara Sawit Sejahtera Tbk.,BUY - AKUMULASI,B,56,NonReg 48.6% | Avg Rp9jt | Asing: NET BUY,970.0,941.0,999.0,1028.0,2.0,LOSS,941.0,-2.9896907216494846,STOP_LOSS,1.258930371812909,Trending Down
2026-03-05,ICBP,Indofood CBP Sukses Makmur Tbk.,BUY - AKUMULASI,B,48,NonReg 25.7% | Avg Rp11jt,7475.0,7251.0,7699.0,7924.0,2.0,LOSS,7450.0,-0.33444816053511706,CLOSE,0.6523970191457363,Trending Down
2026-03-05,SSIA,Surya Semesta Internusa Tbk.,BUY - AKUMULASI,B,53,NonReg 156.5% | Avg Rp7jt | Asing: NET BUY,1155.0,1120.0,1190.0,1224.0,2.0,WIN,1160.0,0.4329004329004329,CLOSE,1.1861211462824064,Trending Down
2026-03-05,AMRT,Sumber Alfaria Trijaya Tbk.,BUY - AKUMULASI,C,43,NonReg 8.4% | Avg Rp7jt | Asing: NET BUY,1555.0,1508.0,1602.0,1648.0,2.0,LOSS,1508.0,-3.022508038585209,STOP_LOSS,0.6643864109208342,Trending Down
2026-03-05,RLCO,Abadi Lestari Indonesia Tbk.,BUY - AKUMULASI,C,43,NonReg 18.7% | Avg Rp7jt | Asing: NET BUY,5900.0,5723.0,6077.0,6254.0,2.0,LOSS,5723.0,-3.0,STOP_LOSS,0.4368493427100227,Trending Down
2026-03-05,AADI,Adaro Andalan Indonesia Tbk.,BUY - AKUMULASI,B,47,NonReg 4.7% | Avg Rp19jt,10325.0,10015.0,10635.0,10944.0,2.0,LOSS,10300.0,-0.24213075060532688,CLOSE,0.6600254735670871,Trending Up
2026-03-06,AADI,Adaro Andalan Indonesia Tbk.,BUY - AKUMULASI,B,60,NonReg 14.0% | Avg Rp22jt,10300.0,9991.0,10609.0,10918.0,2.0,WIN,10450.0,1.4563106796116505,CLOSE,0.4559952099122467,Trending Up
2026-03-06,NSSS,Nusantara Sawit Sejahtera Tbk.,BUY - AKUMULASI,B,59,NonReg 395.8% | Avg Rp11jt | Asing: NET BUY,960.0,931.0,989.0,1018.0,2.0,LOSS,931.0,-3.0208333333333335,STOP_LOSS,1.2740853083487624,Trending Down
2026-03-06,AUTO,Astra Otoparts Tbk.,BUY - AKUMULASI,C,37,NonReg 5.9% | Avg Rp6jt | Asing: NET BUY,2770.0,2687.0,2853.0,2936.0,2.0,LOSS,2687.0,-2.996389891696751,STOP_LOSS,0.4045164824220695,Sideways
2026-03-06,BRIS,Bank Syariah Indonesia Tbk.,BUY - AKUMULASI,C,37,NonReg 5.9% | Avg Rp6jt | Asing: NET BUY,2230.0,2163.0,2297.0,2364.0,2.0,LOSS,2163.0,-3.004484304932735,STOP_LOSS,0.6227891360171657,Trending Down
2026-03-06,SSIA,Surya Semesta Internusa Tbk.,BUY - AKUMULASI,C,43,NonReg 40.1% | Avg Rp7jt | Asing: NET BUY,1160.0,1125.0,1195.0,1230.0,2.0,LOSS,1125.0,-3.0172413793103448,STOP_LOSS,0.583100382344746,Trending Down
2026-03-06,VICI,Victoria Care Indonesia Tbk.,BUY - AKUMULASI,C,43,NonReg 240.7% | Avg Rp7jt,590.0,572.0,608.0,625.0,2.0,LOSS,572.0,-3.050847457627119,STOP_LOSS,0.899493515055507,Trending Up
2026-03-06,MSIN,MNC Digital Entertainment Tbk.,BUY - AKUMULASI,B,53,NonReg 30.4% | Avg Rp7jt | Asing: NET BUY,535.0,519.0,551.0,567.0,2.0,LOSS,519.0,-2.990654205607477,STOP_LOSS,1.0744513865844987,Trending Up
2026-03-06,CDIA,Chandra Daya Investasi Tbk.,BUY - AKUMULASI,C,34,NonReg 3.3% | Avg Rp6jt | Asing: NET BUY,895.0,868.0,922.0,949.0,2.0,LOSS,868.0,-3.016759776536313,STOP_LOSS,1.1932304955103021,Trending Down
2026-03-09,BRIS,Bank Syariah Indonesia Tbk.,BUY - AKUMULASI,C,44,NonReg 9.3% | Avg Rp7jt | Asing: NET BUY,2190.0,2124.0,2256.0,2321.0,2.0,WIN,2210.0,0.91324200913242,CLOSE,0.7465592889248142,Trending Down
2026-03-09,UNTR,United Tractors Tbk.,BUY - AKUMULASI,B,55,NonReg 7.9% | Avg Rp16jt | Asing: NET BUY,29575.0,28688.0,30462.0,31350.0,2.0,WIN,30462.0,2.999154691462384,TARGET1,0.8232473297757528,Trending Down
2026-03-09,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,BUY - AKUMULASI,B,54,NonReg 41.8% | Avg Rp15jt | Asing: NET BUY,8725.0,8463.0,8987.0,9248.0,2.0,WIN,9248.0,5.994269340974212,TARGET2,0.5903813289985098,Sideways
2026-03-09,BUVA,Bukit Uluwatu Villa Tbk.,BUY - AKUMULASI,B,46,NonReg 13.0% | Avg Rp9jt | Asing: NET BUY,1050.0,1018.0,1082.0,1113.0,2.0,LOSS,1018.0,-3.0476190476190474,STOP_LOSS,0.9375775559850148,Trending Down
2026-03-09,ITMA,Sumber Energi Andalan Tbk.,BUY - AKUMULASI,B,60,NonReg 16.1% | Avg Rp44jt | Asing: NET BUY,2540.0,2464.0,2616.0,2692.0,2.0,WIN,2692.0,5.984251968503937,TARGET2,0.7225649201667743,Sideways
