FileDate,StockCode,StockName,Close,ChangePct,Volatility,Volume,Value,Frequency,High,Low,SpreadPct,AvgTradeSize,VolumeVsShares,ValueRank,DayTradingScore,Category,EntrySignal,SignalStrength,StopLoss,Target1,Target2,RiskReward,Support7d,Resistance7d,PricePosition,MarketPhase
2026-02-26,MBMA,Merdeka Battery Materials Tbk.,820.0,-2.9585798816568047,7.6923076923076925,396969800.0,322570070500.0,43445.0,855.0,790.0,0.6097560975609756,7424791.587064104,0.003675802180940453,0.9853862212943633,45.976778964272064,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,715.0,945.0,45.65217391304348,Trending Up
2026-02-26,ISAT,Indosat Tbk.,2320.0,-2.5210084033613445,6.722689075630252,35291800.0,81652578000.0,7488.0,2430.0,2270.0,0.43103448275862066,10904457.532051282,0.0010942918628326758,0.9405010438413361,44.62131058913533,Reversal,HOLD,0,0.0,0.0,0.0,0.0,2190.0,2420.0,56.52173913043478,Trending Up
2026-02-26,BMRI,Bank Mandiri (Persero) Tbk.,5325.0,0.4716981132075472,2.8301886792452833,120621100.0,639656822500.0,25208.0,5350.0,5200.0,0.4694835680751174,25375151.63836877,0.001305423160229672,0.9937369519832986,43.94909809549039,Neutral,AVOID - OVERBOUGHT,0,0.0,0.0,0.0,0.0,4970.0,5375.0,87.65432098765432,Trending Up
2026-02-26,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,3950.0,-0.5037783375314862,1.2594458438287155,146158100.0,576253983000.0,26313.0,3970.0,3920.0,0.25316455696202533,21899972.75111162,0.0009741054169196415,0.9926931106471816,42.2446672484527,Neutral,AVOID - OVERBOUGHT,0,0.0,0.0,0.0,0.0,3750.0,3980.0,86.95652173913044,Trending Up
2026-02-26,TLKM,Telkom Indonesia (Persero) Tbk.,3650.0,1.3888888888888888,3.888888888888889,111136200.0,397445124000.0,18123.0,3650.0,3510.0,0.821917808219178,21930426.75053799,0.001121882830956157,0.9874739039665971,41.68758124487367,Momentum,AVOID - OVERBOUGHT,0,0.0,0.0,0.0,0.0,3430.0,3660.0,95.65217391304348,Trending Up
2026-02-26,CBDK,Bangun Kosambi Sukses Tbk.,5650.0,-3.418803418803419,5.128205128205128,3944000.0,22575792500.0,3392.0,5900.0,5600.0,0.8849557522123894,6655599.204009434,0.0006957203408853271,0.8674321503131524,39.86591230572424,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,5775.0,6500.0,0.0,Trending Down
2026-02-26,AMRT,Sumber Alfaria Trijaya Tbk.,1720.0,-0.8645533141210375,4.322766570605188,42431000.0,73119550000.0,14552.0,1775.0,1700.0,0.29069767441860467,5024707.943925234,0.0010218304437835072,0.9321503131524008,39.11513238396387,Neutral,HOLD,0,0.0,0.0,0.0,0.0,1735.0,1965.0,0.0,Trending Down
2026-02-26,ASII,Astra International Tbk.,6725.0,1.1278195488721803,2.2556390977443606,30901600.0,206752887500.0,10780.0,6725.0,6575.0,0.37174721189591076,19179303.10760668,0.0007633124467394514,0.9739039665970772,38.89886883598153,Momentum,HOLD,0,0.0,0.0,0.0,0.0,6550.0,6775.0,77.77777777777779,Sideways
2026-02-26,KIJA,Kawasan Industri Jababeka Tbk.,210.0,-3.669724770642202,5.5045871559633035,85980500.0,18265247000.0,4601.0,218.0,206.0,0.9523809523809524,3969842.860247772,0.0041287376180124385,0.8622129436325678,37.98174491224217,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,212.0,240.0,0.0,Trending Down
2026-02-26,PWON,Pakuwon Jati Tbk.,372.0,0.5405405405405406,3.2432432432432434,112139900.0,42021375000.0,10030.0,380.0,368.0,0.5376344086021506,4189568.7936191424,0.002328505519389421,0.9050104384133612,35.12135048752634,Neutral,HOLD,0,0.0,0.0,0.0,0.0,364.0,378.0,57.14285714285714,Sideways
2026-02-26,MTEL,Dayamitra Telekomunikasi Tbk.,535.0,-1.834862385321101,4.587155963302752,29719500.0,16005793500.0,1837.0,555.0,530.0,0.9345794392523363,8713006.804572674,0.00035566795982329403,0.8549060542797495,33.69640503999176,Neutral,HOLD,0,0.0,0.0,0.0,0.0,535.0,550.0,0.0,Sideways
2026-02-26,IMPC,Impack Pratama Industri Tbk.,2020.0,-9.00900900900901,13.063063063063062,59945400.0,126671817000.0,15115.0,2300.0,2010.0,0.49504950495049505,8380537.016209064,0.001091762434662247,0.9561586638830898,32.45919132074412,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,2140.0,2550.0,0.0,Sideways
2026-02-26,PSKT,Red Planet Indonesia Tbk.,280.0,-12.5,15.0,115793500.0,34089474000.0,6214.0,328.0,280.0,0.7142857142857143,5485914.70872224,0.011186446605763118,0.8883089770354906,26.240229301724305,Reversal,AVOID - WEAK,0,0.0,0.0,0.0,0.0,244.0,380.0,26.47058823529412,Trending Up
