Date,StockCode,StockName,EntrySignal,SignalStrength,EntryPrice,StopLoss,Target1,Target2,Outcome,ExitPrice,ReturnPct,HitType,VolumeSurge,MarketPhase
2026-01-22,SGER,Sumber Global Energy Tbk.,BUY - RISKY BOUNCE,67,620.0,589.0,636.0,645.0,LOSS,589.0,-5.0,STOP_LOSS,1.0,Unknown
2026-01-23,NSSS,Nusantara Sawit Sejahtera Tbk.,BUY - RISKY BOUNCE,70,1820.0,1729.0,1865.0,1893.0,NO_DATA,1820.0,0.0,NO_NEXT_DAY,1.0,Unknown
2026-01-29,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,BUY - MOMENTUM,100,3780.0,3629.0,3893.0,3969.0,WIN,3969.0,5.0,TARGET2,8.088264208771555,Sideways
2026-01-30,CPIN,Charoen Pokphand Indonesia Tbk,BUY - MOMENTUM,79,4430.0,4253.0,4563.0,4652.0,WIN,4652.0,5.011286681715576,TARGET2,1.6009693963816716,Trending Up
2026-01-30,GGRM,Gudang Garam Tbk.,BUY - RISKY BOUNCE,70,15650.0,14868.0,16041.0,16276.0,WIN,16276.0,4.0,TARGET2,0.9101599879791533,Trending Up
2026-02-03,BBYB,Bank Neo Commerce Tbk.,BUY - MOMENTUM,96,384.0,369.0,396.0,403.0,WIN,403.0,4.947916666666666,TARGET2,2.32844768580802,Sideways
2026-02-05,UNVR,Unilever Indonesia Tbk.,BUY - RISKY BOUNCE,69,2210.0,2100.0,2265.0,2298.0,WIN,2298.0,3.9819004524886874,TARGET2,5.0346199191358085,Trending Down
2026-02-09,AMRT,Sumber Alfaria Trijaya Tbk.,BUY - RISKY BOUNCE,69,1920.0,1824.0,1968.0,1997.0,WIN,1997.0,4.010416666666667,TARGET2,3.891137441896915,Trending Down
2026-02-09,BIPI,Astrindo Nusantara Infrastruktur Tbk.,BUY - RISKY BOUNCE,70,131.0,124.0,134.0,136.0,WIN,136.0,3.816793893129771,TARGET2,1.6804391935088172,Trending Down
2026-02-09,MSIN,MNC Digital Entertainment Tbk.,BUY - MOMENTUM,100,304.0,292.0,313.0,319.0,WIN,319.0,4.934210526315789,TARGET2,74.46351422550053,Trending Up
2026-02-10,BRMS,Bumi Resources Minerals Tbk.,BUY - BREAKOUT,100,1045.0,1036.0,1052.0,1058.0,LOSS,1036.0,-0.8612440191387559,STOP_LOSS,2.8593158498094455,Trending Up
2026-02-10,ISAT,Indosat Tbk.,BUY - MOMENTUM,100,2200.0,2112.0,2266.0,2310.0,WIN,2310.0,5.0,TARGET2,13.194172157907987,Sideways
2026-02-11,MAPI,Mitra Adiperkasa Tbk.,BUY - MOMENTUM,85,1330.0,1277.0,1370.0,1396.0,WIN,1396.0,4.962406015037594,TARGET2,1.7536921663308458,Sideways
2026-02-12,PWON,Pakuwon Jati Tbk.,BUY - MOMENTUM,91,372.0,357.0,383.0,391.0,WIN,391.0,5.10752688172043,TARGET2,4.077030309444923,Sideways
2026-02-12,TINS,Timah Tbk.,BUY - BREAKOUT,97,4190.0,4146.0,4223.0,4256.0,LOSS,4146.0,-1.0501193317422435,STOP_LOSS,37.36612532775057,Sideways
2026-02-19,BIPI,Astrindo Nusantara Infrastruktur Tbk.,BUY - BREAKOUT,100,244.0,232.0,253.0,262.0,LOSS,232.0,-4.918032786885246,STOP_LOSS,9.65769672514764,Trending Up
2026-02-23,BMRI,Bank Mandiri (Persero) Tbk.,BUY - MOMENTUM,99,5275.0,5064.0,5433.0,5539.0,WIN,5539.0,5.004739336492891,TARGET2,3.1313287234353555,Trending Up
2026-02-23,ISAT,Indosat Tbk.,BUY - MOMENTUM,100,2330.0,2237.0,2400.0,2446.0,WIN,2446.0,4.978540772532189,TARGET2,8.298807769798639,Trending Up
2026-02-23,KLBF,Kalbe Farma Tbk.,BUY - MOMENTUM,92,1080.0,1037.0,1112.0,1134.0,WIN,1134.0,5.0,TARGET2,2.9205796174237952,Sideways
2026-02-23,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,BUY - BREAKOUT,79,7525.0,7196.0,7771.0,8018.0,LOSS,7196.0,-4.372093023255814,STOP_LOSS,1.6769631916561354,Sideways
2026-02-25,MSIN,MNC Digital Entertainment Tbk.,BUY - RISKY BOUNCE,70,515.0,489.0,528.0,536.0,WIN,536.0,4.077669902912621,TARGET2,30.501009057298308,Trending Down
2026-02-27,GGRM,Gudang Garam Tbk.,BUY - RISKY BOUNCE,70,17300.0,16435.0,17732.0,17992.0,WIN,17992.0,4.0,TARGET2,2.902417380959346,Trending Down
2026-02-27,UNVR,Unilever Indonesia Tbk.,BUY - MOMENTUM,100,2380.0,2285.0,2451.0,2499.0,WIN,2499.0,5.0,TARGET2,5.6621681964773005,Sideways
2026-03-02,ITMG,Indo Tambangraya Megah Tbk.,BUY - MOMENTUM,81,23500.0,22560.0,24205.0,24675.0,WIN,24675.0,5.0,TARGET2,1.5932272634422024,Trending Up
2026-03-02,PTBA,Bukit Asam (Persero) Tbk.,BUY - RISKY BOUNCE,70,2750.0,2612.0,2819.0,2860.0,WIN,2860.0,4.0,TARGET2,2.767309869678252,Trending Down
2026-03-05,BMRI,Bank Mandiri (Persero) Tbk.,BUY - MOMENTUM,82,5125.0,4920.0,5279.0,5381.0,WIN,5381.0,4.995121951219512,TARGET2,1.682250080262939,Trending Up
2026-03-05,ISAT,Indosat Tbk.,BUY - MOMENTUM,95,2240.0,2150.0,2307.0,2352.0,WIN,2352.0,5.0,TARGET2,3.5317847242137463,Sideways
2026-03-05,ITMG,Indo Tambangraya Megah Tbk.,BUY - MOMENTUM,97,25975.0,24936.0,26754.0,27274.0,WIN,27274.0,5.000962463907603,TARGET2,2.383845270561217,Trending Up
2026-03-05,MSIN,MNC Digital Entertainment Tbk.,BUY - RISKY BOUNCE,70,535.0,508.0,548.0,556.0,WIN,556.0,3.925233644859813,TARGET2,28.940648130870184,Trending Down
2026-03-05,PRDA,Prodia Widyahusada Tbk.,BUY - MOMENTUM,79,2580.0,2477.0,2657.0,2709.0,WIN,2709.0,5.0,TARGET2,1.4639925541953749,Trending Up
2026-03-05,TAPG,Triputra Agro Persada Tbk.,BUY - BREAKOUT,100,1675.0,1646.0,1696.0,1718.0,LOSS,1646.0,-1.7313432835820894,STOP_LOSS,7.409339476986881,Trending Up
